d,ibc0,ibc1,ibc2,ibc3,ibc4,ibc5,ibc6,ibc7,ibc8,ibc9,ibc10,ibc11,ibc12,ibc13,ibc14,ibc15,ibc16,ibc17,ibc18,ibc19,ibc20,ibc21,ibc22,ibc23,ibc24,ibc25,ibc26,ibc27,ibc28,ibc29,ibc30,ibc31,ibc32,ibc33,ibc34,ibc35,ibc36
1,0.000000,-0.000632,-0.002937,0.000314,0.005783,-0.000039,0.004640,-0.003235,-0.001567,0.003637,-0.006577,0.006592,0.007614,-0.003001,0.001279,0.010601,0.007700,0.006369,0.004857,-0.004478,-0.002728,0.033938,-0.003958,0.019798,0.001853,-0.000291,-0.000480,-0.000668,0.023598,0.010688,0.009126,0.006595,-0.003005,-0.003775,-0.000620,0.000022
1,0.000000,-0.000197,0.009580,-0.002649,0.002378,0.004849,0.006361,0.006149,-0.004629,0.009232,-0.015017,0.009577,0.008624,0.003448,-0.006926,0.011803,0.002407,-0.008183,0.004212,0.001021,0.000135,0.010821,-0.000065,0.017944,0.002362,0.001139,-0.001635,0.001716,0.036544,0.032862,0.004045,-0.002088,-0.006228,-0.001805,-0.004363,-0.000145
1,0.000000,0.000117,0.002455,-0.009949,0.011839,0.002530,0.010251,-0.003252,-0.006594,0.007245,-0.010614,0.011381,0.002971,0.004121,-0.001158,0.007313,0.001051,-0.015430,0.003411,-0.005600,0.001679,0.009941,-0.010165,0.018042,0.007773,0.004549,0.003548,0.000103,0.023979,0.031203,0.001126,-0.014533,-0.009179,0.001015,-0.003130,-0.000580
1,0.000000,0.000864,0.010765,-0.017601,0.010869,-0.004372,0.005332,0.004356,-0.009458,0.009833,-0.011104,0.008968,0.009664,-0.002588,0.000849,-0.000594,0.003331,-0.011947,0.003876,0.000265,0.010198,0.011435,-0.018894,0.011255,0.009869,0.002772,0.003680,0.000453,0.023937,0.035429,0.003547,-0.000655,-0.007525,-0.002640,-0.003001,-0.000339
1,0.000000,0.003353,-0.018100,0.020180,-0.029252,0.029044,-0.021268,-0.024903,0.033995,0.004499,-0.023716,0.027826,0.006636,-0.030915,0.012973,-0.009872,0.013628,-0.002936,0.004577,-0.023491,-0.002572,0.040279,-0.022826,0.018177,-0.013173,0.001852,0.000810,0.000218,0.012924,0.007852,0.000783,-0.001039,-0.002638,-0.001155,-0.000554,-0.000122
1,0.000000,0.000471,-0.005564,-0.005181,-0.001820,0.004291,-0.014711,-0.005070,0.000681,0.007067,-0.004502,0.004553,0.005856,-0.002530,0.001257,-0.007086,0.006932,0.006140,-0.000017,-0.007988,-0.003327,0.013768,-0.006168,0.005841,0.004213,0.002419,0.000798,0.000542,0.021838,0.013425,0.005840,0.001628,-0.006953,-0.000756,-0.001694,-0.000135
1,0.000000,0.000000,0.000000,-0.000997,0.003137,-0.003485,0.001317,-0.005784,-0.003125,0.000255,-0.003181,0.001681,0.003692,-0.006975,0.002916,-0.005203,0.000186,-0.008550,0.001373,0.001977,0.008310,0.003798,-0.010798,0.010082,0.009997,0.005739,0.001471,0.001552,0.031351,0.025961,-0.001759,0.006141,-0.006353,-0.005982,-0.004877,-0.000632
1,0.000000,-0.000009,0.000002,-0.000039,0.000016,-0.001478,-0.000245,-0.001668,-0.002060,-0.007104,-0.004676,0.005945,-0.006222,-0.011553,0.001280,-0.010534,-0.005929,-0.002560,0.011527,-0.019911,0.005971,0.022877,-0.028545,0.012774,0.005905,0.003805,0.001266,0.000240,0.035691,0.028868,0.002066,0.000231,-0.007180,-0.007349,-0.001142,-0.000630
1,0.000000,-0.000009,0.000001,0.000076,0.000049,-0.000076,0.000063,-0.000003,-0.000029,0.000900,-0.006456,0.008550,0.002327,-0.010501,-0.005094,-0.016826,-0.004645,0.001816,0.010289,-0.019794,-0.004984,0.017258,-0.027115,0.012989,0.006979,0.005774,0.000490,0.000789,0.051137,0.035822,0.014611,0.002284,-0.009749,-0.008943,-0.005103,-0.001052
1,0.000000,-0.000292,-0.001454,0.004257,-0.000513,0.000985,-0.000776,0.002051,0.000140,0.001268,0.000389,0.000804,0.000439,-0.001300,-0.005472,-0.005919,-0.003574,-0.006042,-0.002807,0.004445,0.005375,0.002861,-0.033413,0.005626,0.003964,-0.002757,0.002929,0.000290,0.064158,0.045569,0.004341,-0.002321,-0.024938,-0.013824,-0.006003,-0.000358
