d,ibc0,ibc1,ibc2,ibc3,ibc4,ibc5,ibc6,ibc7,ibc8,ibc9,ibc10,ibc11,ibc12,ibc13,ibc14,ibc15,ibc16,ibc17,ibc18,ibc19,ibc20,ibc21,ibc22,ibc23,ibc24,ibc25,ibc26,ibc27,ibc28,ibc29,ibc30,ibc31,ibc32,ibc33,ibc34,ibc35,ibc36,y
0,-0.018906,0.033307,-0.023508,0.025701,-0.008100,-0.006319,0.014280,0.004801,0.000255,-0.000048,0.000829,-0.000468,-0.000220,0.000391,-0.000207,0.000096,0.000030,-0.000049,-0.000542,0.000939,0.000379,0.000461,-0.000763,0.001171,-0.000046,0.000546,0.000296,-0.000247,-0.001439,0.002042,-0.001164,0.000384,0.000711,-0.000353,0.000471,0.000001,0.001419,0.013350
2,0.033307,-0.023508,0.025701,-0.008100,-0.006319,0.014280,0.004801,0.000255,-0.000048,0.000829,-0.000468,-0.000220,0.000391,-0.000207,0.000096,0.000030,-0.000049,-0.000542,0.000939,0.000379,0.000461,-0.000763,0.001171,-0.000046,0.000546,0.000296,-0.000247,-0.001439,0.002042,-0.001164,0.000384,0.000711,-0.000353,0.000471,0.000001,0.001419,0.001442,0.035550
1,-0.023508,0.025701,-0.008100,-0.006319,0.014280,0.004801,0.000255,-0.000048,0.000829,-0.000468,-0.000220,0.000391,-0.000207,0.000096,0.000030,-0.000049,-0.000542,0.000939,0.000379,0.000461,-0.000763,0.001171,-0.000046,0.000546,0.000296,-0.000247,-0.001439,0.002042,-0.001164,0.000384,0.000711,-0.000353,0.000471,0.000001,0.001419,0.001442,-0.000500,0.035550
0,0.025701,-0.008100,-0.006319,0.014280,0.004801,0.000255,-0.000048,0.000829,-0.000468,-0.000220,0.000391,-0.000207,0.000096,0.000030,-0.000049,-0.000542,0.000939,0.000379,0.000461,-0.000763,0.001171,-0.000046,0.000546,0.000296,-0.000247,-0.001439,0.002042,-0.001164,0.000384,0.000711,-0.000353,0.000471,0.000001,0.001419,0.001442,-0.000500,0.002069,0.035550
2,0.000000,0.000000,0.000000,-0.000069,-0.000118,-0.000463,0.000804,0.000148,-0.005722,0.000654,-0.003161,-0.015698,-0.016832,-0.012258,0.003713,-0.006459,0.011683,0.010125,-0.005420,-0.004078,-0.002688,-0.011199,0.012820,-0.022077,0.032180,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,-0.001350
1,0.000000,0.000000,-0.000069,-0.000118,-0.000463,0.000804,0.000148,-0.005722,0.000654,-0.003161,-0.015698,-0.016832,-0.012258,0.003713,-0.006459,0.011683,0.010125,-0.005420,-0.004078,-0.002688,-0.011199,0.012820,-0.022077,0.032180,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.001350
0,0.000000,-0.000069,-0.000118,-0.000463,0.000804,0.000148,-0.005722,0.000654,-0.003161,-0.015698,-0.016832,-0.012258,0.003713,-0.006459,0.011683,0.010125,-0.005420,-0.004078,-0.002688,-0.011199,0.012820,-0.022077,0.032180,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.000126,-0.001350
2,-0.000069,-0.000118,-0.000463,0.000804,0.000148,-0.005722,0.000654,-0.003161,-0.015698,-0.016832,-0.012258,0.003713,-0.006459,0.011683,0.010125,-0.005420,-0.004078,-0.002688,-0.011199,0.012820,-0.022077,0.032180,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.000126,-0.000681,0.003500
1,-0.000118,-0.000463,0.000804,0.000148,-0.005722,0.000654,-0.003161,-0.015698,-0.016832,-0.012258,0.003713,-0.006459,0.011683,0.010125,-0.005420,-0.004078,-0.002688,-0.011199,0.012820,-0.022077,0.032180,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.000126,-0.000681,-0.000215,0.003500
0,-0.000463,0.000804,0.000148,-0.005722,0.000654,-0.003161,-0.015698,-0.016832,-0.012258,0.003713,-0.006459,0.011683,0.010125,-0.005420,-0.004078,-0.002688,-0.011199,0.012820,-0.022077,0.032180,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.000126,-0.000681,-0.000215,-0.000719,0.003500
2,0.000804,0.000148,-0.005722,0.000654,-0.003161,-0.015698,-0.016832,-0.012258,0.003713,-0.006459,0.011683,0.010125,-0.005420,-0.004078,-0.002688,-0.011199,0.012820,-0.022077,0.032180,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.000126,-0.000681,-0.000215,-0.000719,0.000471,0.003450
1,0.000148,-0.005722,0.000654,-0.003161,-0.015698,-0.016832,-0.012258,0.003713,-0.006459,0.011683,0.010125,-0.005420,-0.004078,-0.002688,-0.011199,0.012820,-0.022077,0.032180,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.000126,-0.000681,-0.000215,-0.000719,0.000471,0.000229,0.003450
0,-0.005722,0.000654,-0.003161,-0.015698,-0.016832,-0.012258,0.003713,-0.006459,0.011683,0.010125,-0.005420,-0.004078,-0.002688,-0.011199,0.012820,-0.022077,0.032180,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.000126,-0.000681,-0.000215,-0.000719,0.000471,0.000229,0.000902,0.003450
2,0.000654,-0.003161,-0.015698,-0.016832,-0.012258,0.003713,-0.006459,0.011683,0.010125,-0.005420,-0.004078,-0.002688,-0.011199,0.012820,-0.022077,0.032180,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.000126,-0.000681,-0.000215,-0.000719,0.000471,0.000229,0.000902,0.000546,0.006750
1,-0.003161,-0.015698,-0.016832,-0.012258,0.003713,-0.006459,0.011683,0.010125,-0.005420,-0.004078,-0.002688,-0.011199,0.012820,-0.022077,0.032180,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.000126,-0.000681,-0.000215,-0.000719,0.000471,0.000229,0.000902,0.000546,-0.000007,0.006750
0,-0.015698,-0.016832,-0.012258,0.003713,-0.006459,0.011683,0.010125,-0.005420,-0.004078,-0.002688,-0.011199,0.012820,-0.022077,0.032180,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.000126,-0.000681,-0.000215,-0.000719,0.000471,0.000229,0.000902,0.000546,-0.000007,0.000234,0.006750
2,-0.016832,-0.012258,0.003713,-0.006459,0.011683,0.010125,-0.005420,-0.004078,-0.002688,-0.011199,0.012820,-0.022077,0.032180,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.000126,-0.000681,-0.000215,-0.000719,0.000471,0.000229,0.000902,0.000546,-0.000007,0.000234,0.000209,0.007400
1,-0.012258,0.003713,-0.006459,0.011683,0.010125,-0.005420,-0.004078,-0.002688,-0.011199,0.012820,-0.022077,0.032180,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.000126,-0.000681,-0.000215,-0.000719,0.000471,0.000229,0.000902,0.000546,-0.000007,0.000234,0.000209,0.000233,0.007400
0,0.003713,-0.006459,0.011683,0.010125,-0.005420,-0.004078,-0.002688,-0.011199,0.012820,-0.022077,0.032180,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.000126,-0.000681,-0.000215,-0.000719,0.000471,0.000229,0.000902,0.000546,-0.000007,0.000234,0.000209,0.000233,-0.000037,0.007400
2,-0.006459,0.011683,0.010125,-0.005420,-0.004078,-0.002688,-0.011199,0.012820,-0.022077,0.032180,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.000126,-0.000681,-0.000215,-0.000719,0.000471,0.000229,0.000902,0.000546,-0.000007,0.000234,0.000209,0.000233,-0.000037,-0.000735,0.012550
1,0.011683,0.010125,-0.005420,-0.004078,-0.002688,-0.011199,0.012820,-0.022077,0.032180,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.000126,-0.000681,-0.000215,-0.000719,0.000471,0.000229,0.000902,0.000546,-0.000007,0.000234,0.000209,0.000233,-0.000037,-0.000735,0.000725,0.012550
0,0.010125,-0.005420,-0.004078,-0.002688,-0.011199,0.012820,-0.022077,0.032180,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.000126,-0.000681,-0.000215,-0.000719,0.000471,0.000229,0.000902,0.000546,-0.000007,0.000234,0.000209,0.000233,-0.000037,-0.000735,0.000725,-0.000139,0.012550
2,-0.005420,-0.004078,-0.002688,-0.011199,0.012820,-0.022077,0.032180,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.000126,-0.000681,-0.000215,-0.000719,0.000471,0.000229,0.000902,0.000546,-0.000007,0.000234,0.000209,0.000233,-0.000037,-0.000735,0.000725,-0.000139,0.001009,0.003550
1,-0.004078,-0.002688,-0.011199,0.012820,-0.022077,0.032180,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.000126,-0.000681,-0.000215,-0.000719,0.000471,0.000229,0.000902,0.000546,-0.000007,0.000234,0.000209,0.000233,-0.000037,-0.000735,0.000725,-0.000139,0.001009,0.000865,0.003550
0,-0.002688,-0.011199,0.012820,-0.022077,0.032180,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.000126,-0.000681,-0.000215,-0.000719,0.000471,0.000229,0.000902,0.000546,-0.000007,0.000234,0.000209,0.000233,-0.000037,-0.000735,0.000725,-0.000139,0.001009,0.000865,0.000018,0.003550
2,-0.011199,0.012820,-0.022077,0.032180,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.000126,-0.000681,-0.000215,-0.000719,0.000471,0.000229,0.000902,0.000546,-0.000007,0.000234,0.000209,0.000233,-0.000037,-0.000735,0.000725,-0.000139,0.001009,0.000865,0.000018,0.000088,0.013350
1,0.012820,-0.022077,0.032180,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.000126,-0.000681,-0.000215,-0.000719,0.000471,0.000229,0.000902,0.000546,-0.000007,0.000234,0.000209,0.000233,-0.000037,-0.000735,0.000725,-0.000139,0.001009,0.000865,0.000018,0.000088,0.000033,0.013350
0,-0.022077,0.032180,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.000126,-0.000681,-0.000215,-0.000719,0.000471,0.000229,0.000902,0.000546,-0.000007,0.000234,0.000209,0.000233,-0.000037,-0.000735,0.000725,-0.000139,0.001009,0.000865,0.000018,0.000088,0.000033,0.001349,0.013350
2,0.032180,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.000126,-0.000681,-0.000215,-0.000719,0.000471,0.000229,0.000902,0.000546,-0.000007,0.000234,0.000209,0.000233,-0.000037,-0.000735,0.000725,-0.000139,0.001009,0.000865,0.000018,0.000088,0.000033,0.001349,0.001473,0.035550
1,-0.025544,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.000126,-0.000681,-0.000215,-0.000719,0.000471,0.000229,0.000902,0.000546,-0.000007,0.000234,0.000209,0.000233,-0.000037,-0.000735,0.000725,-0.000139,0.001009,0.000865,0.000018,0.000088,0.000033,0.001349,0.001473,0.000662,0.035550
0,0.030316,-0.007954,-0.003646,0.015025,0.006608,-0.000930,0.000089,-0.000117,-0.000411,0.000273,0.000460,0.001099,-0.000126,-0.000681,-0.000215,-0.000719,0.000471,0.000229,0.000902,0.000546,-0.000007,0.000234,0.000209,0.000233,-0.000037,-0.000735,0.000725,-0.000139,0.001009,0.000865,0.000018,0.000088,0.000033,0.001349,0.001473,0.000662,0.000749,0.035550
2,0.000000,0.000000,-0.000002,0.000356,0.000301,-0.000101,0.000365,-0.000056,0.000383,0.000738,-0.000531,-0.010722,-0.017517,-0.010429,0.003930,-0.002999,0.009964,0.008591,-0.002410,-0.001021,-0.007268,-0.008863,0.007506,-0.021558,0.020000,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,-0.001350
1,0.000000,-0.000002,0.000356,0.000301,-0.000101,0.000365,-0.000056,0.000383,0.000738,-0.000531,-0.010722,-0.017517,-0.010429,0.003930,-0.002999,0.009964,0.008591,-0.002410,-0.001021,-0.007268,-0.008863,0.007506,-0.021558,0.020000,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,-0.001350
0,-0.000002,0.000356,0.000301,-0.000101,0.000365,-0.000056,0.000383,0.000738,-0.000531,-0.010722,-0.017517,-0.010429,0.003930,-0.002999,0.009964,0.008591,-0.002410,-0.001021,-0.007268,-0.008863,0.007506,-0.021558,0.020000,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,0.000477,-0.001350
2,0.000356,0.000301,-0.000101,0.000365,-0.000056,0.000383,0.000738,-0.000531,-0.010722,-0.017517,-0.010429,0.003930,-0.002999,0.009964,0.008591,-0.002410,-0.001021,-0.007268,-0.008863,0.007506,-0.021558,0.020000,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,0.000477,0.002377,0.003500
1,0.000301,-0.000101,0.000365,-0.000056,0.000383,0.000738,-0.000531,-0.010722,-0.017517,-0.010429,0.003930,-0.002999,0.009964,0.008591,-0.002410,-0.001021,-0.007268,-0.008863,0.007506,-0.021558,0.020000,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,0.000477,0.002377,0.000673,0.003500
0,-0.000101,0.000365,-0.000056,0.000383,0.000738,-0.000531,-0.010722,-0.017517,-0.010429,0.003930,-0.002999,0.009964,0.008591,-0.002410,-0.001021,-0.007268,-0.008863,0.007506,-0.021558,0.020000,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,0.000477,0.002377,0.000673,-0.002512,0.003500
2,0.000365,-0.000056,0.000383,0.000738,-0.000531,-0.010722,-0.017517,-0.010429,0.003930,-0.002999,0.009964,0.008591,-0.002410,-0.001021,-0.007268,-0.008863,0.007506,-0.021558,0.020000,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,0.000477,0.002377,0.000673,-0.002512,0.000205,0.003450
1,-0.000056,0.000383,0.000738,-0.000531,-0.010722,-0.017517,-0.010429,0.003930,-0.002999,0.009964,0.008591,-0.002410,-0.001021,-0.007268,-0.008863,0.007506,-0.021558,0.020000,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,0.000477,0.002377,0.000673,-0.002512,0.000205,0.003615,0.003450
0,0.000383,0.000738,-0.000531,-0.010722,-0.017517,-0.010429,0.003930,-0.002999,0.009964,0.008591,-0.002410,-0.001021,-0.007268,-0.008863,0.007506,-0.021558,0.020000,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,0.000477,0.002377,0.000673,-0.002512,0.000205,0.003615,0.002913,0.003450
2,0.000738,-0.000531,-0.010722,-0.017517,-0.010429,0.003930,-0.002999,0.009964,0.008591,-0.002410,-0.001021,-0.007268,-0.008863,0.007506,-0.021558,0.020000,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,0.000477,0.002377,0.000673,-0.002512,0.000205,0.003615,0.002913,-0.000394,0.006750
1,-0.000531,-0.010722,-0.017517,-0.010429,0.003930,-0.002999,0.009964,0.008591,-0.002410,-0.001021,-0.007268,-0.008863,0.007506,-0.021558,0.020000,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,0.000477,0.002377,0.000673,-0.002512,0.000205,0.003615,0.002913,-0.000394,0.001413,0.006750
0,-0.010722,-0.017517,-0.010429,0.003930,-0.002999,0.009964,0.008591,-0.002410,-0.001021,-0.007268,-0.008863,0.007506,-0.021558,0.020000,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,0.000477,0.002377,0.000673,-0.002512,0.000205,0.003615,0.002913,-0.000394,0.001413,0.000272,0.006750
2,-0.017517,-0.010429,0.003930,-0.002999,0.009964,0.008591,-0.002410,-0.001021,-0.007268,-0.008863,0.007506,-0.021558,0.020000,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,0.000477,0.002377,0.000673,-0.002512,0.000205,0.003615,0.002913,-0.000394,0.001413,0.000272,-0.001830,0.007400
1,-0.010429,0.003930,-0.002999,0.009964,0.008591,-0.002410,-0.001021,-0.007268,-0.008863,0.007506,-0.021558,0.020000,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,0.000477,0.002377,0.000673,-0.002512,0.000205,0.003615,0.002913,-0.000394,0.001413,0.000272,-0.001830,0.003049,0.007400
0,0.003930,-0.002999,0.009964,0.008591,-0.002410,-0.001021,-0.007268,-0.008863,0.007506,-0.021558,0.020000,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,0.000477,0.002377,0.000673,-0.002512,0.000205,0.003615,0.002913,-0.000394,0.001413,0.000272,-0.001830,0.003049,0.000508,0.007400
2,-0.002999,0.009964,0.008591,-0.002410,-0.001021,-0.007268,-0.008863,0.007506,-0.021558,0.020000,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,0.000477,0.002377,0.000673,-0.002512,0.000205,0.003615,0.002913,-0.000394,0.001413,0.000272,-0.001830,0.003049,0.000508,0.000638,0.012550
1,0.009964,0.008591,-0.002410,-0.001021,-0.007268,-0.008863,0.007506,-0.021558,0.020000,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,0.000477,0.002377,0.000673,-0.002512,0.000205,0.003615,0.002913,-0.000394,0.001413,0.000272,-0.001830,0.003049,0.000508,0.000638,0.002156,0.012550
0,0.008591,-0.002410,-0.001021,-0.007268,-0.008863,0.007506,-0.021558,0.020000,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,0.000477,0.002377,0.000673,-0.002512,0.000205,0.003615,0.002913,-0.000394,0.001413,0.000272,-0.001830,0.003049,0.000508,0.000638,0.002156,0.001102,0.012550
2,-0.002410,-0.001021,-0.007268,-0.008863,0.007506,-0.021558,0.020000,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,0.000477,0.002377,0.000673,-0.002512,0.000205,0.003615,0.002913,-0.000394,0.001413,0.000272,-0.001830,0.003049,0.000508,0.000638,0.002156,0.001102,0.000890,0.003550
1,-0.001021,-0.007268,-0.008863,0.007506,-0.021558,0.020000,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,0.000477,0.002377,0.000673,-0.002512,0.000205,0.003615,0.002913,-0.000394,0.001413,0.000272,-0.001830,0.003049,0.000508,0.000638,0.002156,0.001102,0.000890,-0.000516,0.003550
0,-0.007268,-0.008863,0.007506,-0.021558,0.020000,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,0.000477,0.002377,0.000673,-0.002512,0.000205,0.003615,0.002913,-0.000394,0.001413,0.000272,-0.001830,0.003049,0.000508,0.000638,0.002156,0.001102,0.000890,-0.000516,-0.001217,0.003550
2,-0.008863,0.007506,-0.021558,0.020000,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,0.000477,0.002377,0.000673,-0.002512,0.000205,0.003615,0.002913,-0.000394,0.001413,0.000272,-0.001830,0.003049,0.000508,0.000638,0.002156,0.001102,0.000890,-0.000516,-0.001217,-0.005943,0.013350
1,0.007506,-0.021558,0.020000,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,0.000477,0.002377,0.000673,-0.002512,0.000205,0.003615,0.002913,-0.000394,0.001413,0.000272,-0.001830,0.003049,0.000508,0.000638,0.002156,0.001102,0.000890,-0.000516,-0.001217,-0.005943,0.001199,0.013350
0,-0.021558,0.020000,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,0.000477,0.002377,0.000673,-0.002512,0.000205,0.003615,0.002913,-0.000394,0.001413,0.000272,-0.001830,0.003049,0.000508,0.000638,0.002156,0.001102,0.000890,-0.000516,-0.001217,-0.005943,0.001199,0.004282,0.013350
2,0.020000,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,0.000477,0.002377,0.000673,-0.002512,0.000205,0.003615,0.002913,-0.000394,0.001413,0.000272,-0.001830,0.003049,0.000508,0.000638,0.002156,0.001102,0.000890,-0.000516,-0.001217,-0.005943,0.001199,0.004282,0.002689,0.035550
1,-0.027721,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,0.000477,0.002377,0.000673,-0.002512,0.000205,0.003615,0.002913,-0.000394,0.001413,0.000272,-0.001830,0.003049,0.000508,0.000638,0.002156,0.001102,0.000890,-0.000516,-0.001217,-0.005943,0.001199,0.004282,0.002689,0.000243,0.035550
0,0.025697,-0.003666,-0.008495,0.012070,0.004009,-0.001948,0.000629,0.003762,0.000288,0.004804,0.001147,0.000597,0.000477,0.002377,0.000673,-0.002512,0.000205,0.003615,0.002913,-0.000394,0.001413,0.000272,-0.001830,0.003049,0.000508,0.000638,0.002156,0.001102,0.000890,-0.000516,-0.001217,-0.005943,0.001199,0.004282,0.002689,0.000243,0.000364,0.035550
2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003530,-0.014313,-0.017492,-0.013207,0.004417,-0.003951,0.019540,0.000105,-0.010065,0.010852,-0.003228,-0.011542,-0.005643,-0.011404,0.034338,-0.029809,0.023948,-0.007643,-0.005431,0.012739,0.003171,-0.000037,0.000194,-0.000363,0.000460,0.002701,0.000946,-0.001350
1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003530,-0.014313,-0.017492,-0.013207,0.004417,-0.003951,0.019540,0.000105,-0.010065,0.010852,-0.003228,-0.011542,-0.005643,-0.011404,0.034338,-0.029809,0.023948,-0.007643,-0.005431,0.012739,0.003171,-0.000037,0.000194,-0.000363,0.000460,0.002701,0.000946,0.004169,-0.001350
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003530,-0.014313,-0.017492,-0.013207,0.004417,-0.003951,0.019540,0.000105,-0.010065,0.010852,-0.003228,-0.011542,-0.005643,-0.011404,0.034338,-0.029809,0.023948,-0.007643,-0.005431,0.012739,0.003171,-0.000037,0.000194,-0.000363,0.000460,0.002701,0.000946,0.004169,-0.003597,-0.001350
2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003530,-0.014313,-0.017492,-0.013207,0.004417,-0.003951,0.019540,0.000105,-0.010065,0.010852,-0.003228,-0.011542,-0.005643,-0.011404,0.034338,-0.029809,0.023948,-0.007643,-0.005431,0.012739,0.003171,-0.000037,0.000194,-0.000363,0.000460,0.002701,0.000946,0.004169,-0.003597,0.001211,0.003500
1,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.003530,-0.014313,-0.017492,-0.013207,0.004417,-0.003951,0.019540,0.000105,-0.010065,0.010852,-0.003228,-0.011542,-0.005643,-0.011404,0.034338,-0.029809,0.023948,-0.007643,-0.005431,0.012739,0.003171,-0.000037,0.000194,-0.000363,0.000460,0.002701,0.000946,0.004169,-0.003597,0.001211,0.001077,0.003500
0,0.000000,0.000000,0.000000,0.000000,0.000000,0.003530,-0.014313,-0.017492,-0.013207,0.004417,-0.003951,0.019540,0.000105,-0.010065,0.010852,-0.003228,-0.011542,-0.005643,-0.011404,0.034338,-0.029809,0.023948,-0.007643,-0.005431,0.012739,0.003171,-0.000037,0.000194,-0.000363,0.000460,0.002701,0.000946,0.004169,-0.003597,0.001211,0.001077,-0.002369,0.003500
2,0.000000,0.000000,0.000000,0.000000,0.003530,-0.014313,-0.017492,-0.013207,0.004417,-0.003951,0.019540,0.000105,-0.010065,0.010852,-0.003228,-0.011542,-0.005643,-0.011404,0.034338,-0.029809,0.023948,-0.007643,-0.005431,0.012739,0.003171,-0.000037,0.000194,-0.000363,0.000460,0.002701,0.000946,0.004169,-0.003597,0.001211,0.001077,-0.002369,0.001064,0.003450
1,0.000000,0.000000,0.000000,0.003530,-0.014313,-0.017492,-0.013207,0.004417,-0.003951,0.019540,0.000105,-0.010065,0.010852,-0.003228,-0.011542,-0.005643,-0.011404,0.034338,-0.029809,0.023948,-0.007643,-0.005431,0.012739,0.003171,-0.000037,0.000194,-0.000363,0.000460,0.002701,0.000946,0.004169,-0.003597,0.001211,0.001077,-0.002369,0.001064,0.001762,0.003450
