d,ibc0,ibc1,ibc2,ibc3,ibc4,ibc5,ibc6,ibc7,ibc8,ibc9,ibc10,ibc11,ibc12,ibc13,ibc14,ibc15,ibc16,ibc17,ibc18,ibc19,ibc20,ibc21,ibc22,ibc23,ibc24,ibc25,ibc26,ibc27,ibc28,ibc29,ibc30,ibc31,ibc32,ibc33,ibc34,ibc35,ibc36,y
1,0.000010,0.000706,-0.001792,-0.000481,0.000137,-0.001370,0.001340,-0.001814,0.002569,-0.002007,0.002215,-0.000091,-0.000489,0.001370,0.000026,0.000021,-0.000002,0.000000,0.000000,0.000013,0.000020,-0.000022,-0.000003,0.000013,0.001554,-0.007159,0.009137,0.003008,-0.010673,-0.004942,-0.014717,-0.003561,0.005493,0.009229,-0.017612,-0.003664,0.018167,0.012550
0,0.000706,-0.001792,-0.000481,0.000137,-0.001370,0.001340,-0.001814,0.002569,-0.002007,0.002215,-0.000091,-0.000489,0.001370,0.000026,0.000021,-0.000002,0.000000,0.000000,0.000013,0.000020,-0.000022,-0.000003,0.000013,0.001554,-0.007159,0.009137,0.003008,-0.010673,-0.004942,-0.014717,-0.003561,0.005493,0.009229,-0.017612,-0.003664,0.018167,-0.025140,0.012550
2,-0.001792,-0.000481,0.000137,-0.001370,0.001340,-0.001814,0.002569,-0.002007,0.002215,-0.000091,-0.000489,0.001370,0.000026,0.000021,-0.000002,0.000000,0.000000,0.000013,0.000020,-0.000022,-0.000003,0.000013,0.001554,-0.007159,0.009137,0.003008,-0.010673,-0.004942,-0.014717,-0.003561,0.005493,0.009229,-0.017612,-0.003664,0.018167,-0.025140,0.013398,0.003550
1,-0.000481,0.000137,-0.001370,0.001340,-0.001814,0.002569,-0.002007,0.002215,-0.000091,-0.000489,0.001370,0.000026,0.000021,-0.000002,0.000000,0.000000,0.000013,0.000020,-0.000022,-0.000003,0.000013,0.001554,-0.007159,0.009137,0.003008,-0.010673,-0.004942,-0.014717,-0.003561,0.005493,0.009229,-0.017612,-0.003664,0.018167,-0.025140,0.013398,0.005314,0.003550
0,0.000137,-0.001370,0.001340,-0.001814,0.002569,-0.002007,0.002215,-0.000091,-0.000489,0.001370,0.000026,0.000021,-0.000002,0.000000,0.000000,0.000013,0.000020,-0.000022,-0.000003,0.000013,0.001554,-0.007159,0.009137,0.003008,-0.010673,-0.004942,-0.014717,-0.003561,0.005493,0.009229,-0.017612,-0.003664,0.018167,-0.025140,0.013398,0.005314,0.004689,0.003550
2,-0.001370,0.001340,-0.001814,0.002569,-0.002007,0.002215,-0.000091,-0.000489,0.001370,0.000026,0.000021,-0.000002,0.000000,0.000000,0.000013,0.000020,-0.000022,-0.000003,0.000013,0.001554,-0.007159,0.009137,0.003008,-0.010673,-0.004942,-0.014717,-0.003561,0.005493,0.009229,-0.017612,-0.003664,0.018167,-0.025140,0.013398,0.005314,0.004689,-0.000706,0.013350
1,0.001340,-0.001814,0.002569,-0.002007,0.002215,-0.000091,-0.000489,0.001370,0.000026,0.000021,-0.000002,0.000000,0.000000,0.000013,0.000020,-0.000022,-0.000003,0.000013,0.001554,-0.007159,0.009137,0.003008,-0.010673,-0.004942,-0.014717,-0.003561,0.005493,0.009229,-0.017612,-0.003664,0.018167,-0.025140,0.013398,0.005314,0.004689,-0.000706,0.000685,0.013350
0,-0.001814,0.002569,-0.002007,0.002215,-0.000091,-0.000489,0.001370,0.000026,0.000021,-0.000002,0.000000,0.000000,0.000013,0.000020,-0.000022,-0.000003,0.000013,0.001554,-0.007159,0.009137,0.003008,-0.010673,-0.004942,-0.014717,-0.003561,0.005493,0.009229,-0.017612,-0.003664,0.018167,-0.025140,0.013398,0.005314,0.004689,-0.000706,0.000685,0.040172,0.013350
2,0.002569,-0.002007,0.002215,-0.000091,-0.000489,0.001370,0.000026,0.000021,-0.000002,0.000000,0.000000,0.000013,0.000020,-0.000022,-0.000003,0.000013,0.001554,-0.007159,0.009137,0.003008,-0.010673,-0.004942,-0.014717,-0.003561,0.005493,0.009229,-0.017612,-0.003664,0.018167,-0.025140,0.013398,0.005314,0.004689,-0.000706,0.000685,0.040172,0.029333,0.035550
1,-0.002007,0.002215,-0.000091,-0.000489,0.001370,0.000026,0.000021,-0.000002,0.000000,0.000000,0.000013,0.000020,-0.000022,-0.000003,0.000013,0.001554,-0.007159,0.009137,0.003008,-0.010673,-0.004942,-0.014717,-0.003561,0.005493,0.009229,-0.017612,-0.003664,0.018167,-0.025140,0.013398,0.005314,0.004689,-0.000706,0.000685,0.040172,0.029333,0.012987,0.035550
0,0.002215,-0.000091,-0.000489,0.001370,0.000026,0.000021,-0.000002,0.000000,0.000000,0.000013,0.000020,-0.000022,-0.000003,0.000013,0.001554,-0.007159,0.009137,0.003008,-0.010673,-0.004942,-0.014717,-0.003561,0.005493,0.009229,-0.017612,-0.003664,0.018167,-0.025140,0.013398,0.005314,0.004689,-0.000706,0.000685,0.040172,0.029333,0.012987,0.001852,0.035550
2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,0.004813,0.007014,-0.001038,0.002759,-0.000393,-0.016533,-0.016790,-0.010544,0.003072,-0.005946,0.004757,0.002913,-0.007424,-0.000768,0.000782,-0.007091,0.011072,-0.011554,0.019710,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.001350
1,0.000000,0.000000,0.000000,0.000000,0.000000,0.004813,0.007014,-0.001038,0.002759,-0.000393,-0.016533,-0.016790,-0.010544,0.003072,-0.005946,0.004757,0.002913,-0.007424,-0.000768,0.000782,-0.007091,0.011072,-0.011554,0.019710,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,-0.001350
0,0.000000,0.000000,0.000000,0.000000,0.004813,0.007014,-0.001038,0.002759,-0.000393,-0.016533,-0.016790,-0.010544,0.003072,-0.005946,0.004757,0.002913,-0.007424,-0.000768,0.000782,-0.007091,0.011072,-0.011554,0.019710,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,0.000001,-0.001350
2,0.000000,0.000000,0.000000,0.004813,0.007014,-0.001038,0.002759,-0.000393,-0.016533,-0.016790,-0.010544,0.003072,-0.005946,0.004757,0.002913,-0.007424,-0.000768,0.000782,-0.007091,0.011072,-0.011554,0.019710,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,0.000001,0.000004,0.003500
1,0.000000,0.000000,0.004813,0.007014,-0.001038,0.002759,-0.000393,-0.016533,-0.016790,-0.010544,0.003072,-0.005946,0.004757,0.002913,-0.007424,-0.000768,0.000782,-0.007091,0.011072,-0.011554,0.019710,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,0.000001,0.000004,0.000002,0.003500
0,0.000000,0.004813,0.007014,-0.001038,0.002759,-0.000393,-0.016533,-0.016790,-0.010544,0.003072,-0.005946,0.004757,0.002913,-0.007424,-0.000768,0.000782,-0.007091,0.011072,-0.011554,0.019710,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,0.000001,0.000004,0.000002,0.000002,0.003500
2,0.004813,0.007014,-0.001038,0.002759,-0.000393,-0.016533,-0.016790,-0.010544,0.003072,-0.005946,0.004757,0.002913,-0.007424,-0.000768,0.000782,-0.007091,0.011072,-0.011554,0.019710,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,0.000001,0.000004,0.000002,0.000002,0.000000,0.003450
1,0.007014,-0.001038,0.002759,-0.000393,-0.016533,-0.016790,-0.010544,0.003072,-0.005946,0.004757,0.002913,-0.007424,-0.000768,0.000782,-0.007091,0.011072,-0.011554,0.019710,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,0.000001,0.000004,0.000002,0.000002,0.000000,-0.000004,0.003450
0,-0.001038,0.002759,-0.000393,-0.016533,-0.016790,-0.010544,0.003072,-0.005946,0.004757,0.002913,-0.007424,-0.000768,0.000782,-0.007091,0.011072,-0.011554,0.019710,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,0.000001,0.000004,0.000002,0.000002,0.000000,-0.000004,-0.000669,0.003450
2,0.002759,-0.000393,-0.016533,-0.016790,-0.010544,0.003072,-0.005946,0.004757,0.002913,-0.007424,-0.000768,0.000782,-0.007091,0.011072,-0.011554,0.019710,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,0.000001,0.000004,0.000002,0.000002,0.000000,-0.000004,-0.000669,-0.001245,0.006750
1,-0.000393,-0.016533,-0.016790,-0.010544,0.003072,-0.005946,0.004757,0.002913,-0.007424,-0.000768,0.000782,-0.007091,0.011072,-0.011554,0.019710,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,0.000001,0.000004,0.000002,0.000002,0.000000,-0.000004,-0.000669,-0.001245,-0.005695,0.006750
0,-0.016533,-0.016790,-0.010544,0.003072,-0.005946,0.004757,0.002913,-0.007424,-0.000768,0.000782,-0.007091,0.011072,-0.011554,0.019710,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,0.000001,0.000004,0.000002,0.000002,0.000000,-0.000004,-0.000669,-0.001245,-0.005695,-0.003973,0.006750
2,-0.016790,-0.010544,0.003072,-0.005946,0.004757,0.002913,-0.007424,-0.000768,0.000782,-0.007091,0.011072,-0.011554,0.019710,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,0.000001,0.000004,0.000002,0.000002,0.000000,-0.000004,-0.000669,-0.001245,-0.005695,-0.003973,-0.003869,0.007400
1,-0.010544,0.003072,-0.005946,0.004757,0.002913,-0.007424,-0.000768,0.000782,-0.007091,0.011072,-0.011554,0.019710,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,0.000001,0.000004,0.000002,0.000002,0.000000,-0.000004,-0.000669,-0.001245,-0.005695,-0.003973,-0.003869,0.000067,0.007400
0,0.003072,-0.005946,0.004757,0.002913,-0.007424,-0.000768,0.000782,-0.007091,0.011072,-0.011554,0.019710,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,0.000001,0.000004,0.000002,0.000002,0.000000,-0.000004,-0.000669,-0.001245,-0.005695,-0.003973,-0.003869,0.000067,0.002777,0.007400
2,-0.005946,0.004757,0.002913,-0.007424,-0.000768,0.000782,-0.007091,0.011072,-0.011554,0.019710,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,0.000001,0.000004,0.000002,0.000002,0.000000,-0.000004,-0.000669,-0.001245,-0.005695,-0.003973,-0.003869,0.000067,0.002777,0.001075,0.012550
1,0.004757,0.002913,-0.007424,-0.000768,0.000782,-0.007091,0.011072,-0.011554,0.019710,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,0.000001,0.000004,0.000002,0.000002,0.000000,-0.000004,-0.000669,-0.001245,-0.005695,-0.003973,-0.003869,0.000067,0.002777,0.001075,0.002036,0.012550
0,0.002913,-0.007424,-0.000768,0.000782,-0.007091,0.011072,-0.011554,0.019710,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,0.000001,0.000004,0.000002,0.000002,0.000000,-0.000004,-0.000669,-0.001245,-0.005695,-0.003973,-0.003869,0.000067,0.002777,0.001075,0.002036,-0.026435,0.012550
2,-0.007424,-0.000768,0.000782,-0.007091,0.011072,-0.011554,0.019710,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,0.000001,0.000004,0.000002,0.000002,0.000000,-0.000004,-0.000669,-0.001245,-0.005695,-0.003973,-0.003869,0.000067,0.002777,0.001075,0.002036,-0.026435,0.000070,0.003550
1,-0.000768,0.000782,-0.007091,0.011072,-0.011554,0.019710,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,0.000001,0.000004,0.000002,0.000002,0.000000,-0.000004,-0.000669,-0.001245,-0.005695,-0.003973,-0.003869,0.000067,0.002777,0.001075,0.002036,-0.026435,0.000070,0.003285,0.003550
0,0.000782,-0.007091,0.011072,-0.011554,0.019710,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,0.000001,0.000004,0.000002,0.000002,0.000000,-0.000004,-0.000669,-0.001245,-0.005695,-0.003973,-0.003869,0.000067,0.002777,0.001075,0.002036,-0.026435,0.000070,0.003285,-0.000247,0.003550
2,-0.007091,0.011072,-0.011554,0.019710,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,0.000001,0.000004,0.000002,0.000002,0.000000,-0.000004,-0.000669,-0.001245,-0.005695,-0.003973,-0.003869,0.000067,0.002777,0.001075,0.002036,-0.026435,0.000070,0.003285,-0.000247,0.000351,0.013350
1,0.011072,-0.011554,0.019710,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,0.000001,0.000004,0.000002,0.000002,0.000000,-0.000004,-0.000669,-0.001245,-0.005695,-0.003973,-0.003869,0.000067,0.002777,0.001075,0.002036,-0.026435,0.000070,0.003285,-0.000247,0.000351,0.000130,0.013350
0,-0.011554,0.019710,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,0.000001,0.000004,0.000002,0.000002,0.000000,-0.000004,-0.000669,-0.001245,-0.005695,-0.003973,-0.003869,0.000067,0.002777,0.001075,0.002036,-0.026435,0.000070,0.003285,-0.000247,0.000351,0.000130,0.029200,0.013350
2,0.019710,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,0.000001,0.000004,0.000002,0.000002,0.000000,-0.000004,-0.000669,-0.001245,-0.005695,-0.003973,-0.003869,0.000067,0.002777,0.001075,0.002036,-0.026435,0.000070,0.003285,-0.000247,0.000351,0.000130,0.029200,0.028748,0.035550
1,-0.014108,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,0.000001,0.000004,0.000002,0.000002,0.000000,-0.000004,-0.000669,-0.001245,-0.005695,-0.003973,-0.003869,0.000067,0.002777,0.001075,0.002036,-0.026435,0.000070,0.003285,-0.000247,0.000351,0.000130,0.029200,0.028748,0.002627,0.035550
0,0.017951,-0.003794,0.000350,0.012973,0.002390,-0.000078,0.000009,0.000028,-0.000054,-0.000043,-0.000008,-0.000025,0.000001,0.000004,0.000002,0.000002,0.000000,-0.000004,-0.000669,-0.001245,-0.005695,-0.003973,-0.003869,0.000067,0.002777,0.001075,0.002036,-0.026435,0.000070,0.003285,-0.000247,0.000351,0.000130,0.029200,0.028748,0.002627,0.000171,0.035550
2,0.000000,0.000000,0.000000,0.000000,0.000000,0.000000,-0.005518,0.004789,-0.002573,-0.001278,0.000149,-0.031012,-0.018760,-0.017107,0.001888,-0.014487,0.006240,0.013046,-0.010681,-0.000515,-0.000296,-0.007916,0.019626,-0.019453,0.034221,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.001350
1,0.000000,0.000000,0.000000,0.000000,0.000000,-0.005518,0.004789,-0.002573,-0.001278,0.000149,-0.031012,-0.018760,-0.017107,0.001888,-0.014487,0.006240,0.013046,-0.010681,-0.000515,-0.000296,-0.007916,0.019626,-0.019453,0.034221,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,-0.001350
0,0.000000,0.000000,0.000000,0.000000,-0.005518,0.004789,-0.002573,-0.001278,0.000149,-0.031012,-0.018760,-0.017107,0.001888,-0.014487,0.006240,0.013046,-0.010681,-0.000515,-0.000296,-0.007916,0.019626,-0.019453,0.034221,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,0.000146,-0.001350
2,0.000000,0.000000,0.000000,-0.005518,0.004789,-0.002573,-0.001278,0.000149,-0.031012,-0.018760,-0.017107,0.001888,-0.014487,0.006240,0.013046,-0.010681,-0.000515,-0.000296,-0.007916,0.019626,-0.019453,0.034221,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,0.000146,-0.000243,0.003500
1,0.000000,0.000000,-0.005518,0.004789,-0.002573,-0.001278,0.000149,-0.031012,-0.018760,-0.017107,0.001888,-0.014487,0.006240,0.013046,-0.010681,-0.000515,-0.000296,-0.007916,0.019626,-0.019453,0.034221,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,0.000146,-0.000243,0.000050,0.003500
0,0.000000,-0.005518,0.004789,-0.002573,-0.001278,0.000149,-0.031012,-0.018760,-0.017107,0.001888,-0.014487,0.006240,0.013046,-0.010681,-0.000515,-0.000296,-0.007916,0.019626,-0.019453,0.034221,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,0.000146,-0.000243,0.000050,0.000025,0.003500
2,-0.005518,0.004789,-0.002573,-0.001278,0.000149,-0.031012,-0.018760,-0.017107,0.001888,-0.014487,0.006240,0.013046,-0.010681,-0.000515,-0.000296,-0.007916,0.019626,-0.019453,0.034221,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,0.000146,-0.000243,0.000050,0.000025,0.000143,0.003450
1,0.004789,-0.002573,-0.001278,0.000149,-0.031012,-0.018760,-0.017107,0.001888,-0.014487,0.006240,0.013046,-0.010681,-0.000515,-0.000296,-0.007916,0.019626,-0.019453,0.034221,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,0.000146,-0.000243,0.000050,0.000025,0.000143,-0.000137,0.003450
0,-0.002573,-0.001278,0.000149,-0.031012,-0.018760,-0.017107,0.001888,-0.014487,0.006240,0.013046,-0.010681,-0.000515,-0.000296,-0.007916,0.019626,-0.019453,0.034221,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,0.000146,-0.000243,0.000050,0.000025,0.000143,-0.000137,0.000098,0.003450
2,-0.001278,0.000149,-0.031012,-0.018760,-0.017107,0.001888,-0.014487,0.006240,0.013046,-0.010681,-0.000515,-0.000296,-0.007916,0.019626,-0.019453,0.034221,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,0.000146,-0.000243,0.000050,0.000025,0.000143,-0.000137,0.000098,0.000159,0.006750
1,0.000149,-0.031012,-0.018760,-0.017107,0.001888,-0.014487,0.006240,0.013046,-0.010681,-0.000515,-0.000296,-0.007916,0.019626,-0.019453,0.034221,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,0.000146,-0.000243,0.000050,0.000025,0.000143,-0.000137,0.000098,0.000159,0.000012,0.006750
0,-0.031012,-0.018760,-0.017107,0.001888,-0.014487,0.006240,0.013046,-0.010681,-0.000515,-0.000296,-0.007916,0.019626,-0.019453,0.034221,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,0.000146,-0.000243,0.000050,0.000025,0.000143,-0.000137,0.000098,0.000159,0.000012,0.000002,0.006750
2,-0.018760,-0.017107,0.001888,-0.014487,0.006240,0.013046,-0.010681,-0.000515,-0.000296,-0.007916,0.019626,-0.019453,0.034221,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,0.000146,-0.000243,0.000050,0.000025,0.000143,-0.000137,0.000098,0.000159,0.000012,0.000002,-0.001509,0.007400
1,-0.017107,0.001888,-0.014487,0.006240,0.013046,-0.010681,-0.000515,-0.000296,-0.007916,0.019626,-0.019453,0.034221,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,0.000146,-0.000243,0.000050,0.000025,0.000143,-0.000137,0.000098,0.000159,0.000012,0.000002,-0.001509,-0.000332,0.007400
0,0.001888,-0.014487,0.006240,0.013046,-0.010681,-0.000515,-0.000296,-0.007916,0.019626,-0.019453,0.034221,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,0.000146,-0.000243,0.000050,0.000025,0.000143,-0.000137,0.000098,0.000159,0.000012,0.000002,-0.001509,-0.000332,-0.000537,0.007400
2,-0.014487,0.006240,0.013046,-0.010681,-0.000515,-0.000296,-0.007916,0.019626,-0.019453,0.034221,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,0.000146,-0.000243,0.000050,0.000025,0.000143,-0.000137,0.000098,0.000159,0.000012,0.000002,-0.001509,-0.000332,-0.000537,-0.001201,0.012550
1,0.006240,0.013046,-0.010681,-0.000515,-0.000296,-0.007916,0.019626,-0.019453,0.034221,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,0.000146,-0.000243,0.000050,0.000025,0.000143,-0.000137,0.000098,0.000159,0.000012,0.000002,-0.001509,-0.000332,-0.000537,-0.001201,-0.000084,0.012550
0,0.013046,-0.010681,-0.000515,-0.000296,-0.007916,0.019626,-0.019453,0.034221,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,0.000146,-0.000243,0.000050,0.000025,0.000143,-0.000137,0.000098,0.000159,0.000012,0.000002,-0.001509,-0.000332,-0.000537,-0.001201,-0.000084,-0.000030,0.012550
2,-0.010681,-0.000515,-0.000296,-0.007916,0.019626,-0.019453,0.034221,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,0.000146,-0.000243,0.000050,0.000025,0.000143,-0.000137,0.000098,0.000159,0.000012,0.000002,-0.001509,-0.000332,-0.000537,-0.001201,-0.000084,-0.000030,0.000042,0.003550
1,-0.000515,-0.000296,-0.007916,0.019626,-0.019453,0.034221,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,0.000146,-0.000243,0.000050,0.000025,0.000143,-0.000137,0.000098,0.000159,0.000012,0.000002,-0.001509,-0.000332,-0.000537,-0.001201,-0.000084,-0.000030,0.000042,0.000034,0.003550
0,-0.000296,-0.007916,0.019626,-0.019453,0.034221,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,0.000146,-0.000243,0.000050,0.000025,0.000143,-0.000137,0.000098,0.000159,0.000012,0.000002,-0.001509,-0.000332,-0.000537,-0.001201,-0.000084,-0.000030,0.000042,0.000034,-0.000015,0.003550
2,-0.007916,0.019626,-0.019453,0.034221,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,0.000146,-0.000243,0.000050,0.000025,0.000143,-0.000137,0.000098,0.000159,0.000012,0.000002,-0.001509,-0.000332,-0.000537,-0.001201,-0.000084,-0.000030,0.000042,0.000034,-0.000015,0.000006,0.013350
1,0.019626,-0.019453,0.034221,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,0.000146,-0.000243,0.000050,0.000025,0.000143,-0.000137,0.000098,0.000159,0.000012,0.000002,-0.001509,-0.000332,-0.000537,-0.001201,-0.000084,-0.000030,0.000042,0.000034,-0.000015,0.000006,0.000000,0.013350
0,-0.019453,0.034221,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,0.000146,-0.000243,0.000050,0.000025,0.000143,-0.000137,0.000098,0.000159,0.000012,0.000002,-0.001509,-0.000332,-0.000537,-0.001201,-0.000084,-0.000030,0.000042,0.000034,-0.000015,0.000006,0.000000,0.000017,0.013350
2,0.034221,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,0.000146,-0.000243,0.000050,0.000025,0.000143,-0.000137,0.000098,0.000159,0.000012,0.000002,-0.001509,-0.000332,-0.000537,-0.001201,-0.000084,-0.000030,0.000042,0.000034,-0.000015,0.000006,0.000000,0.000017,0.000060,0.035550
1,-0.025692,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,0.000146,-0.000243,0.000050,0.000025,0.000143,-0.000137,0.000098,0.000159,0.000012,0.000002,-0.001509,-0.000332,-0.000537,-0.001201,-0.000084,-0.000030,0.000042,0.000034,-0.000015,0.000006,0.000000,0.000017,0.000060,0.000000,0.035550
0,0.026865,-0.006447,0.007123,0.028015,0.008288,0.000775,0.000094,-0.000229,0.000154,-0.000084,-0.000041,-0.000113,0.000146,-0.000243,0.000050,0.000025,0.000143,-0.000137,0.000098,0.000159,0.000012,0.000002,-0.001509,-0.000332,-0.000537,-0.001201,-0.000084,-0.000030,0.000042,0.000034,-0.000015,0.000006,0.000000,0.000017,0.000060,0.000000,-0.000010,0.035550
