iter	Passed	Remaining
883	3895	511
884	3900	506
885	3905	502
886	3908	497
887	3914	493
888	3918	489
889	3923	484
890	3928	480
891	3933	476
892	3938	471
893	3944	467
894	3949	463
895	3953	458
896	3958	454
897	3963	450
898	3967	445
899	3972	441
900	3979	437
901	3983	432
902	3987	428
903	3993	424
904	3997	419
905	4000	415
906	4003	410
907	4007	406
908	4011	401
909	4015	397
910	4018	392
911	4022	388
912	4027	383
913	4031	379
914	4035	374
915	4040	370
916	4045	366
917	4048	361
918	4053	357
919	4057	352
920	4062	348
921	4067	344
922	4073	339
923	4077	335
924	4080	330
925	4084	326
926	4088	321
927	4092	317
928	4096	313
929	4100	308
930	4104	304
931	4108	299
932	4112	295
933	4116	290
934	4121	286
935	4124	282
936	4128	277
937	4132	273
938	4136	268
939	4141	264
940	4145	259
941	4148	255
942	4153	251
943	4157	246
944	4162	242
945	4166	237
946	4171	233
947	4174	229
948	4178	224
949	4182	220
950	4187	215
951	4192	211
952	4195	206
953	4199	202
954	4203	198
955	4207	193
956	4210	189
957	4214	184
958	4219	180
959	4223	175
960	4227	171
961	4233	167
962	4237	162
963	4240	158
964	4245	153
965	4250	149
966	4254	145
967	4257	140
968	4261	136
969	4266	131
970	4270	127
971	4276	123
972	4281	118
973	4285	114
974	4288	109
975	4292	105
976	4296	101
977	4300	96
978	4304	92
979	4307	87
980	4310	83
981	4315	79
982	4319	74
983	4323	70
984	4327	65
985	4332	61
986	4336	57
987	4339	52
988	4345	48
989	4348	43
990	4351	39
991	4354	35
992	4359	30
993	4363	26
994	4367	21
995	4371	17
996	4376	13
997	4380	8
998	4385	4
999	4391	0
