iter	RMSE
0	0.01339954396
1	0.01319590318
2	0.01299614363
3	0.01282186556
4	0.01266004577
5	0.01245371177
6	0.01228309637
7	0.01211909286
8	0.01194236075
9	0.0118047205
10	0.01166836841
11	0.01153196594
12	0.01141674271
13	0.01128456655
14	0.01113450277
15	0.0109901592
16	0.01081922389
17	0.01070288875
18	0.01058792278
19	0.01044904007
20	0.01033086796
21	0.01022022687
22	0.01010595268
23	0.009963052658
24	0.009846265071
25	0.009726966805
26	0.009610973635
27	0.009501034696
28	0.009369288826
29	0.009286551785
30	0.009191596056
31	0.009105706673
32	0.009005766568
33	0.008877094334
34	0.008778764081
35	0.00867708389
36	0.008591006049
37	0.008488057935
38	0.008382619349
39	0.008294156296
40	0.008198151578
41	0.008096707553
42	0.008013270176
43	0.007917397711
44	0.007850258667
45	0.007770548084
46	0.007698164739
47	0.007609974118
48	0.007531076076
49	0.007453264124
50	0.007389431192
51	0.007315053759
52	0.007231681978
53	0.0071624126
54	0.007102575732
55	0.007046450573
56	0.006968990463
57	0.006903280815
58	0.006838867891
59	0.006778711044
60	0.006726478854
61	0.006654324594
62	0.00657985167
63	0.006523976221
64	0.006465632182
65	0.006402660973
66	0.006333291133
67	0.006283294978
68	0.006227615662
69	0.006138459258
70	0.006068283272
71	0.006014127818
72	0.005942801276
73	0.005891788106
74	0.00584768876
75	0.005799012012
76	0.005743716974
77	0.005694708067
78	0.005649334976
79	0.005594441916
80	0.005542859776
81	0.005484614976
82	0.005433643453
83	0.005399205632
84	0.005352600642
85	0.005311659598
86	0.005263331493
87	0.005211938488
88	0.00516745709
89	0.00511452188
90	0.005063745632
91	0.005014422613
92	0.004979948502
93	0.004941069658
94	0.004900480039
95	0.004857473838
96	0.004824397393
97	0.004781900353
98	0.004744652617
99	0.004705172784
100	0.004657541727
101	0.004620767338
102	0.00457946062
103	0.004545707504
104	0.004512391863
105	0.004473549625
106	0.004432210252
107	0.004394196084
108	0.004369543274
109	0.004339024464
110	0.004307453303
111	0.004268295065
112	0.004249809802
113	0.004205796451
114	0.004162150091
115	0.00413141056
116	0.004107110085
117	0.004073887332
118	0.004033484401
119	0.003993030195
120	0.00395870271
121	0.003934154494
122	0.003899499548
123	0.003874600155
124	0.003829893807
125	0.003794739727
126	0.003761980147
127	0.003747595919
128	0.003722794709
129	0.003695839008
130	0.003660859133
131	0.003629744293
132	0.003604144724
133	0.003573188018
134	0.003539668483
135	0.003515224239
136	0.003491864169
137	0.003473238599
138	0.003435991141
139	0.00341075142
140	0.003387244333
141	0.003360740396
142	0.003329289397
143	0.003304724636
144	0.003279737084
145	0.003248577737
146	0.003227648067
147	0.003207127446
148	0.003188927825
149	0.00317176592
150	0.00315434947
151	0.003130628936
152	0.003106070572
153	0.003075234529
154	0.003044811575
155	0.003020651394
156	0.003000669346
157	0.002991077797
158	0.002970260352
159	0.002949155714
160	0.002933035966
161	0.002911500443
162	0.00289598814
163	0.00287160064
164	0.002858284362
165	0.002842419291
166	0.002819902236
167	0.002792697163
168	0.002782706471
169	0.002763722734
170	0.002739476331
171	0.002723688185
172	0.002699935203
173	0.002688687737
174	0.002670657814
175	0.002653971539
176	0.002632866346
177	0.002612513738
178	0.002593338615
179	0.002577159345
180	0.002560225908
181	0.002539677914
182	0.002515683425
183	0.002507823624
184	0.002496361348
185	0.002475550477
186	0.002453548107
187	0.002436444722
188	0.002425455857
189	0.002414861398
190	0.002404226074
191	0.002396374682
192	0.002387389302
193	0.002367876796
194	0.002356183772
195	0.002344145485
196	0.002328030216
197	0.00231326361
198	0.002296840964
199	0.002290073423
200	0.002279620588
201	0.002268414014
202	0.002255678311
203	0.002242794956
204	0.002228786812
205	0.002222418833
206	0.002205954955
207	0.002196499906
208	0.002183466436
209	0.002169246971
210	0.002154017383
211	0.002135320531
212	0.002117164293
213	0.002103064256
214	0.002097431674
215	0.002088787216
216	0.002075351813
217	0.002070323537
218	0.002064328132
219	0.002054191579
220	0.002045265623
221	0.002037123697
222	0.002022707639
223	0.002015501508
224	0.002004829288
225	0.001998850692
226	0.001989737984
227	0.001974221255
228	0.001969192652
229	0.001960920753
230	0.001954046819
231	0.00194731695
232	0.001939571047
233	0.001929834453
234	0.001911749063
235	0.001901052561
236	0.001886075962
237	0.001870492743
238	0.001857373571
239	0.001844411257
240	0.001839909897
241	0.001834267421
242	0.001826310333
243	0.001816299524
244	0.00180179632
245	0.00179572175
246	0.001784578438
247	0.001780270458
248	0.001776181209
249	0.001761808817
250	0.001756112647
251	0.001751005488
252	0.001740911847
253	0.001727790217
254	0.001711966553
255	0.001700221437
256	0.001688197034
257	0.001684904619
258	0.001677016414
259	0.001664597998
260	0.001659339131
261	0.001644326769
262	0.001637859806
263	0.001626387274
264	0.001623166233
265	0.001617768648
266	0.001601731275
267	0.001586796516
268	0.00158240677
269	0.001571083442
270	0.00156844342
271	0.001558130993
272	0.001546342276
273	0.001542584013
274	0.0015275792
275	0.001514880802
276	0.001503382276
277	0.0014994792
278	0.00148731567
279	0.001475751175
280	0.001468025647
281	0.001459037369
282	0.001455545757
283	0.00144524819
284	0.001437708523
285	0.001430850145
286	0.001422103771
287	0.001413932733
288	0.001408968333
289	0.001405974635
290	0.001393026531
291	0.001390729817
292	0.001387111747
293	0.001383675323
294	0.001381431377
295	0.001373416505
296	0.001370287358
297	0.001360889011
298	0.001349109678
299	0.00134262736
300	0.001335944923
301	0.001332900042
302	0.001325212108
303	0.001314730729
304	0.001304868681
305	0.001295571759
306	0.001287894275
307	0.001277254512
308	0.001272501666
309	0.001269640651
310	0.001264175862
311	0.001262102239
312	0.001253046269
313	0.001251291321
314	0.001240191001
315	0.00123427789
316	0.001231528309
317	0.001226787387
318	0.001224349138
319	0.001221729237
320	0.001212015229
321	0.001209408198
322	0.001202780141
323	0.001201000627
324	0.001192063811
325	0.001187664637
326	0.001181496927
327	0.001172832949
328	0.00117106044
329	0.001161943741
330	0.001159797411
331	0.00115801671
332	0.001152624738
333	0.001143156534
334	0.001141228564
335	0.001136306058
336	0.00113422633
337	0.001126186297
338	0.00112424522
339	0.001119819216
340	0.001117644547
341	0.001107816489
342	0.001105603854
343	0.001098199381
344	0.001091930973
345	0.00108987919
346	0.001082069408
347	0.001076604892
348	0.00107461308
349	0.001067582731
350	0.001058632024
351	0.001054980588
352	0.001047901599
353	0.00104656462
354	0.001044713543
355	0.001038069368
356	0.001032034647
357	0.001028319
358	0.001022814501
359	0.001016936157
360	0.001011642761
361	0.001007686424
362	0.001002423606
363	0.0009975295495
364	0.0009924550419
365	0.0009853257583
366	0.0009769053573
367	0.0009691855611
368	0.0009654974292
369	0.0009629699609
370	0.0009598138859
371	0.0009524208762
372	0.0009453406048
373	0.0009398930322
374	0.0009303252987
375	0.0009271797843
376	0.0009235623865
377	0.0009161077332
378	0.0009140284808
379	0.0009087515229
380	0.0009043859323
381	0.0008984445814
382	0.0008906961108
383	0.0008886479018
384	0.0008850904062
385	0.0008793088077
386	0.0008728744263
387	0.000866350702
388	0.0008653651802
389	0.0008617215474
390	0.0008536543032
391	0.0008512064325
392	0.0008481754189
393	0.0008435767886
394	0.0008426015762
395	0.000838924641
396	0.0008361193514
397	0.0008338560528
398	0.0008294759957
399	0.0008240207098
400	0.0008211860557
401	0.0008153406813
402	0.0008131058324
403	0.0008090294894
404	0.0008080901354
405	0.0008012651772
406	0.0007974798231
407	0.0007934137338
408	0.0007906303512
409	0.0007882191958
410	0.0007861900058
411	0.0007852951212
412	0.000782464893
413	0.0007779349907
414	0.0007770175272
415	0.000771284937
416	0.0007699738206
417	0.0007680405893
418	0.0007616653203
419	0.0007609539438
420	0.0007583119516
421	0.00075583753
422	0.0007528518267
423	0.0007479559652
424	0.0007453216898
425	0.0007432050197
426	0.0007421483159
427	0.0007387649879
428	0.0007377828651
429	0.0007355985578
430	0.0007292803488
431	0.0007246907427
432	0.0007235640255
433	0.0007190523639
434	0.0007151288717
435	0.0007135942934
436	0.0007079530324
437	0.0007058597689
438	0.0006996052911
439	0.0006959120912
440	0.0006941217889
441	0.000689057741
442	0.0006873944706
443	0.0006833224732
444	0.0006774446581
445	0.0006764784606
446	0.0006733522833
447	0.0006721100628
448	0.0006677216124
449	0.00066290536
450	0.0006622352481
451	0.0006610666478
452	0.0006601634905
453	0.0006551750956
454	0.0006510785437
455	0.0006459871527
456	0.0006431165092
