iter	Passed	Remaining
694	3193	1401
695	3196	1396
696	3201	1391
697	3206	1387
698	3212	1383
699	3216	1378
700	3220	1373
701	3224	1368
702	3230	1365
703	3235	1360
704	3239	1355
705	3243	1350
706	3248	1346
707	3252	1341
708	3256	1336
709	3260	1331
710	3263	1326
711	3266	1321
712	3272	1317
713	3277	1312
714	3283	1308
715	3286	1303
716	3292	1299
717	3298	1295
718	3302	1290
719	3308	1286
720	3313	1282
721	3316	1277
722	3320	1272
723	3324	1267
724	3330	1263
725	3334	1258
726	3338	1253
727	3342	1248
728	3346	1243
729	3349	1238
730	3354	1234
731	3360	1230
732	3363	1225
733	3366	1220
734	3370	1215
735	3376	1211
736	3380	1206
737	3384	1201
738	3389	1197
739	3394	1192
740	3398	1187
741	3403	1183
742	3408	1179
743	3412	1174
744	3415	1168
745	3419	1164
746	3425	1160
747	3429	1155
748	3432	1150
749	3436	1145
750	3441	1140
751	3445	1136
752	3448	1131
753	3452	1126
754	3456	1121
755	3461	1117
756	3466	1112
757	3470	1108
758	3474	1103
759	3478	1098
760	3482	1093
761	3486	1088
762	3491	1084
763	3495	1079
764	3499	1074
765	3503	1070
766	3507	1065
767	3512	1061
768	3517	1056
769	3520	1051
770	3524	1046
771	3530	1042
772	3535	1038
773	3539	1033
774	3543	1028
775	3547	1023
776	3551	1019
777	3554	1014
778	3558	1009
779	3562	1004
780	3569	1000
781	3574	996
782	3578	991
783	3583	987
784	3588	982
785	3592	978
786	3596	973
787	3600	968
788	3605	964
789	3611	960
790	3617	955
791	3621	951
792	3627	946
793	3631	942
794	3635	937
795	3638	932
796	3642	927
797	3647	923
798	3651	918
799	3655	913
800	3658	909
801	3663	904
802	3667	899
803	3671	895
804	3676	890
805	3680	885
806	3684	881
807	3688	876
808	3691	871
809	3696	867
810	3701	862
811	3705	858
812	3710	853
813	3714	848
814	3717	843
815	3722	839
816	3728	835
817	3734	830
818	3738	826
819	3742	821
820	3745	816
821	3750	812
822	3753	807
823	3757	802
824	3762	798
825	3767	793
826	3771	789
827	3777	784
828	3781	780
829	3785	775
830	3789	770
831	3793	765
832	3797	761
833	3803	757
834	3809	752
835	3813	748
836	3818	743
837	3823	739
838	3827	734
839	3831	729
840	3836	725
841	3841	720
842	3845	716
843	3848	711
844	3853	706
845	3857	702
846	3861	697
847	3864	692
848	3868	687
849	3873	683
850	3877	678
851	3880	674
852	3885	669
853	3889	664
854	3895	660
855	3899	655
856	3905	651
857	3908	646
858	3913	642
859	3918	637
860	3923	633
861	3927	628
862	3931	624
863	3937	619
864	3941	615
865	3944	610
866	3948	605
867	3951	600
868	3955	596
869	3958	591
870	3961	586
871	3964	582
872	3968	577
873	3972	572
874	3976	568
875	3980	563
876	3984	558
877	3989	554
878	3994	549
879	3998	545
880	4003	540
881	4006	536
882	4010	531
883	4016	527
884	4020	522
885	4023	517
886	4028	513
887	4032	508
888	4036	503
889	4039	499
890	4043	494
891	4048	490
892	4053	485
893	4059	481
894	4064	476
895	4068	472
896	4071	467
897	4076	463
898	4081	458
899	4085	453
900	4089	449
901	4095	444
902	4099	440
903	4104	435
904	4109	431
905	4112	426
906	4117	422
907	4122	417
908	4127	413
909	4131	408
910	4137	404
911	4143	399
912	4149	395
913	4152	390
914	4157	386
915	4161	381
916	4164	376
917	4168	372
918	4173	367
919	4176	363
920	4181	358
921	4184	354
922	4189	349
923	4193	344
924	4198	340
925	4204	335
926	4208	331
927	4213	326
928	4217	322
929	4223	317
930	4227	313
931	4230	308
932	4233	304
933	4238	299
934	4244	295
935	4250	290
936	4256	286
937	4261	281
938	4266	277
939	4272	272
940	4276	268
941	4280	263
942	4285	259
943	4288	254
944	4292	249
945	4296	245
946	4301	240
947	4305	236
948	4309	231
949	4313	227
950	4317	222
951	4322	217
952	4326	213
953	4330	208
954	4336	204
955	4339	199
956	4344	195
957	4349	190
958	4352	186
959	4356	181
960	4361	177
961	4365	172
962	4369	167
963	4373	163
964	4377	158
965	4381	154
966	4385	149
967	4389	145
968	4394	140
969	4398	136
970	4402	131
971	4405	126
972	4410	122
973	4415	117
974	4420	113
975	4425	108
976	4430	104
977	4434	99
978	4439	95
979	4443	90
980	4447	86
981	4451	81
982	4455	77
983	4459	72
984	4464	67
985	4468	63
986	4471	58
987	4476	54
988	4481	49
989	4485	45
990	4489	40
991	4494	36
992	4497	31
993	4501	27
994	4504	22
995	4509	18
996	4512	13
997	4516	9
998	4519	4
999	4524	0
