d,ibc0,ibc1,ibc2,ibc3,ibc4,ibc5,ibc6,ibc7,ibc8,ibc9,ibc10,ibc11,ibc12,ibc13,ibc14,ibc15,ibc16,ibc17,ibc18,ibc19,ibc20,ibc21,ibc22,ibc23,ibc24,ibc25,ibc26,ibc27,ibc28,ibc29,ibc30,ibc31,ibc32,ibc33,ibc34,ibc35,ibc36
2,0.000000,-0.005158,-0.009460,-0.000882,-0.009806,-0.002334,0.005310,-0.002883,0.005297,0.004956,-0.003684,0.017684,-0.003712,0.010585,-0.006630,-0.000893,-0.006194,0.008523,-0.001753,-0.002895,0.010947,0.012113,0.008920,0.007403,0.004619,0.039859,0.018879,-0.005049,0.014388,-0.016590,-0.017072,-0.018903,-0.007155,-0.007177,-0.001110,-0.005938,0.001099
2,0.000000,-0.005072,-0.014961,-0.004013,-0.005915,-0.002520,0.008613,-0.005578,0.004510,0.007229,-0.004053,0.016341,-0.005115,0.008386,-0.005324,-0.001585,-0.007581,0.009917,-0.001544,-0.005597,0.015010,0.011572,0.010318,0.008999,0.004300,0.048671,0.029137,-0.004503,0.012753,-0.022300,-0.021035,-0.019520,-0.008385,-0.007119,-0.002280,-0.004192,0.001137
2,0.000000,-0.021822,0.025231,-0.034635,-0.028532,0.032410,0.004184,-0.010689,0.011766,0.020445,-0.019672,0.003884,-0.003664,0.002787,0.023107,0.018522,-0.034457,-0.005513,0.044597,-0.021428,0.011024,-0.008343,0.001217,0.000714,0.002177,0.002043,0.005863,0.017249,0.017763,-0.010153,-0.000816,-0.001251,-0.004016,-0.003304,-0.000519,-0.000263,0.000093
2,0.000000,-0.000993,-0.018852,-0.013687,0.000053,-0.005537,-0.001816,-0.009630,0.007176,0.001206,-0.013531,0.004197,-0.006423,-0.003312,-0.006428,0.002366,-0.004858,0.017690,0.003530,-0.018288,0.022283,0.001372,0.016538,0.005185,0.000356,0.075507,0.058710,0.000523,0.000248,-0.036522,-0.015692,-0.006785,-0.003448,-0.003044,-0.002178,-0.004114,0.000635
2,0.000000,-0.007632,0.004296,-0.020840,-0.010927,0.004146,0.007205,0.008556,0.009889,0.005185,0.000135,-0.000272,-0.013766,0.000349,-0.000858,0.008551,-0.014725,-0.003466,0.026625,-0.012171,0.009308,0.007830,0.006675,0.003688,0.000418,0.035259,0.026037,0.004987,0.010929,-0.014193,-0.014084,-0.008661,-0.007780,-0.001030,-0.004748,-0.003004,0.001063
2,0.000000,0.000034,-0.011827,0.006723,-0.008136,-0.001061,-0.000009,-0.006138,0.000735,0.002025,-0.006773,0.000817,-0.010574,-0.000607,-0.006537,-0.000915,0.009876,0.016730,-0.008544,-0.024557,0.019486,0.017395,0.007584,0.007199,-0.000000,0.067787,0.046309,0.000056,-0.004664,-0.024932,-0.013793,-0.015133,-0.008065,-0.000890,-0.003553,-0.001052,0.001456
2,0.000000,-0.008569,0.003725,-0.022149,-0.010580,0.005264,0.007330,0.007847,0.013070,0.008508,0.000450,-0.001069,-0.012261,-0.000240,0.001728,0.010474,-0.017073,-0.000957,0.025983,-0.010844,0.005942,0.006059,0.005349,0.002775,0.000587,0.029786,0.021835,0.008137,0.012961,-0.015095,-0.011876,-0.009544,-0.007177,-0.001207,-0.003681,-0.002673,0.000840
2,0.000000,-0.001120,-0.013535,-0.012729,-0.000060,-0.005411,-0.006517,-0.007442,0.008267,-0.001733,-0.014013,-0.000433,-0.001295,-0.001827,-0.007896,0.004295,-0.000723,0.017763,0.004418,-0.017312,0.018943,0.001665,0.015890,0.005149,0.000367,0.069778,0.051301,0.000421,0.001423,-0.028323,-0.015841,-0.006706,-0.003892,-0.002710,-0.003376,-0.001142,0.000415
2,0.000000,0.000140,-0.011175,0.004040,-0.004280,-0.001407,-0.000735,-0.008489,0.000441,0.003084,-0.007788,-0.000750,-0.010837,-0.000567,-0.006928,-0.000333,0.014691,0.018299,-0.007563,-0.022575,0.023045,0.017860,0.006410,0.007581,-0.000000,0.067470,0.052822,0.000051,0.000508,-0.025701,-0.016522,-0.015930,-0.008195,-0.001081,-0.003765,-0.001039,0.001758
2,0.000000,0.000261,-0.000300,0.000206,0.000102,-0.000208,-0.000079,-0.009188,-0.005330,-0.008477,-0.016058,-0.014739,-0.011106,-0.001260,0.012166,0.012884,-0.014959,-0.003045,0.007840,-0.032891,0.017802,0.010375,0.014075,0.007053,0.001154,0.068111,0.068796,0.023077,0.013103,-0.028686,-0.009177,-0.008887,-0.012656,-0.003742,-0.006670,-0.006939,-0.001005
2,0.000000,0.001454,0.003189,-0.002779,0.008022,0.006467,0.011815,0.017349,0.003261,0.002426,0.000113,-0.005142,0.009987,0.001335,0.000692,-0.002803,-0.001460,0.013751,0.005390,0.010893,0.025541,0.002475,0.002347,0.004949,0.000077,0.024400,0.015134,0.002221,0.000086,-0.001721,-0.009029,-0.042617,-0.020611,-0.001703,0.017097,-0.017311,-0.005952
2,0.000000,0.001138,-0.015477,-0.001709,-0.006991,0.001346,0.010620,-0.008274,0.000800,0.025154,-0.017590,-0.003490,-0.008018,0.003629,-0.004020,-0.013450,0.022993,-0.003379,0.011837,-0.022115,0.026508,0.011996,0.008911,0.015954,0.000027,0.100138,0.055683,0.000571,-0.008088,-0.035404,-0.020811,-0.016290,-0.013187,-0.000145,-0.006170,-0.003786,0.001222
2,0.000000,0.003620,-0.017103,-0.001827,-0.005232,0.001639,0.012176,-0.009741,0.000760,0.028101,-0.016448,-0.003004,-0.009655,0.003447,-0.007922,-0.012111,0.020612,0.002796,0.008614,-0.019251,0.026893,0.009530,0.009503,0.017784,0.000026,0.101412,0.055574,0.000541,-0.007670,-0.034877,-0.016983,-0.024628,-0.011470,-0.002107,-0.006335,-0.002860,0.000809
2,0.000000,0.011752,-0.002579,0.005675,-0.004132,0.000847,0.013489,0.001507,0.006697,0.005748,-0.001750,-0.003902,0.000459,0.004091,-0.022305,-0.003086,0.009912,0.000315,0.011387,-0.022384,0.034856,0.010712,0.024700,-0.013587,0.000833,0.057476,0.028652,0.003565,-0.020719,-0.011523,-0.003508,-0.015031,-0.011260,-0.000937,-0.003394,0.000463,0.002931
2,0.000000,0.010198,-0.000555,0.004644,0.001611,0.003396,0.023145,0.003054,-0.004775,0.013065,-0.006481,0.000383,-0.000439,0.000625,-0.024599,-0.006526,0.011413,0.002137,0.011773,-0.021285,0.033341,0.009746,0.025022,-0.019013,0.000843,0.059755,0.032136,0.002657,-0.020262,-0.009870,-0.002728,-0.012640,-0.011118,-0.000461,-0.005581,-0.000383,0.003419
2,0.000000,0.009014,0.007689,-0.005336,0.006966,0.002405,0.015113,0.006386,0.004968,0.009356,0.003307,0.000001,0.011248,0.001355,-0.004466,0.000673,-0.001882,0.020020,0.008574,0.008850,0.027516,0.008856,-0.002083,0.009750,0.000072,0.033035,0.029864,0.001839,-0.003036,-0.013785,-0.009083,-0.047672,-0.010866,-0.001633,0.010340,-0.010771,-0.002045
2,0.000000,0.002668,-0.004586,0.000799,0.000173,-0.000721,0.008268,-0.006924,0.006349,0.010278,-0.013485,0.011910,-0.009519,0.001215,-0.016472,-0.004914,0.013337,-0.004087,0.030921,-0.029217,0.013062,0.033211,0.036019,-0.039984,0.000232,0.085867,0.069382,0.001891,-0.000341,-0.030510,-0.011181,-0.010931,-0.008479,0.000605,-0.002800,-0.003191,0.000362
2,0.000000,0.003807,0.005138,0.011273,-0.001577,0.000579,0.015443,-0.006155,0.015887,0.020678,-0.006465,0.014603,-0.001689,0.006228,0.000122,0.001554,0.009643,-0.002007,0.018214,-0.023773,0.012107,0.023646,0.002155,0.004893,0.000229,0.039744,0.048182,0.011220,0.005917,-0.028656,-0.024824,-0.018725,-0.010283,-0.003002,-0.004626,-0.010732,0.001251
2,0.000000,0.028985,-0.000147,0.022197,-0.000144,-0.022068,0.015351,-0.029923,0.012441,0.012023,0.012815,0.000802,0.005889,0.002976,-0.021174,0.014349,-0.007095,0.006996,0.017763,-0.019997,0.008891,0.030363,-0.011267,0.014327,0.000587,0.053153,0.069238,0.007260,-0.009133,-0.033762,-0.009407,-0.012661,-0.014678,-0.001212,-0.002750,-0.011139,0.000067
2,0.000000,0.001883,-0.006299,0.000991,-0.000428,-0.001079,0.006767,-0.006501,0.007319,0.010935,-0.015888,0.013134,-0.013446,0.001707,-0.017527,-0.001683,0.014238,0.002302,0.030346,-0.030434,0.014574,0.034275,0.035837,-0.041208,0.000234,0.085299,0.068162,0.002278,0.001317,-0.029132,-0.012846,-0.008777,-0.007131,-0.000063,-0.001894,-0.004181,0.000392
2,0.000000,0.021138,0.004310,0.006727,0.011632,0.013381,0.024803,-0.021407,-0.007532,0.021355,-0.000180,-0.004484,0.005072,0.002506,-0.024746,0.010617,0.004436,-0.001924,0.009611,-0.014787,0.014528,0.006169,-0.000912,0.002560,0.000230,0.063771,0.047150,0.008252,0.001568,-0.028925,-0.005721,-0.024567,-0.007147,-0.003578,-0.003730,-0.001435,0.000110
2,0.000000,0.011985,-0.012054,0.000125,0.004116,-0.008286,0.015931,-0.002052,0.010307,0.025581,-0.022726,0.006567,-0.011100,0.001295,-0.011738,-0.010280,0.015936,0.014105,0.018767,-0.043290,0.029907,0.009426,0.015049,0.006147,0.000616,0.066038,0.059330,0.002883,0.000963,-0.017329,-0.016174,-0.005700,0.002358,-0.000813,-0.003413,-0.011473,0.002820
2,0.000000,0.008856,0.000479,-0.004188,0.000731,0.000592,0.019389,-0.004580,0.011259,0.026982,-0.006533,0.014742,0.003719,0.005404,-0.001078,-0.000783,0.006994,0.000962,0.009759,-0.020427,0.017614,0.011229,0.004324,0.005426,-0.000033,0.042993,0.054717,0.008710,0.014723,-0.032178,-0.017962,-0.022679,-0.006888,-0.003372,-0.003370,-0.007690,0.001646
2,0.000000,0.002056,0.000896,0.018325,0.000556,-0.000508,0.009627,-0.015812,0.004426,0.013275,0.001731,-0.004695,0.002147,0.005713,-0.016977,0.001509,0.015387,-0.000239,0.009112,-0.012893,0.029062,0.005890,0.002058,0.004951,0.006108,0.038278,0.039224,0.008110,0.000513,-0.005087,-0.004645,-0.008254,-0.005994,-0.001410,-0.005602,0.000215,-0.000467
2,0.000000,0.012748,-0.015576,-0.000956,0.004346,-0.009271,0.014945,-0.005471,0.011162,0.024273,-0.017557,0.006254,-0.011067,0.001496,-0.011721,-0.011588,0.016614,0.010967,0.017355,-0.039668,0.031057,0.008920,0.018719,0.007231,0.000702,0.072015,0.054140,0.003420,0.002542,-0.010349,-0.017252,-0.002288,0.000346,-0.000693,-0.003928,-0.012259,0.002093
2,0.000000,0.006746,-0.015921,0.021007,0.002675,0.000386,0.002330,-0.008628,0.004570,0.004520,0.003586,0.006939,-0.000027,0.001228,-0.006954,0.000230,0.006775,0.005440,0.004133,-0.033445,0.024909,0.020535,-0.002637,0.001893,0.000727,0.073949,0.076493,0.004755,-0.005324,-0.024261,-0.006393,-0.011331,-0.004997,-0.001534,-0.006059,-0.002809,0.002317
2,0.000000,0.006132,0.000507,0.009324,0.007316,0.015799,0.012585,-0.004594,0.002110,0.007676,-0.000869,-0.004999,0.001249,0.001791,-0.003601,0.000896,0.008550,-0.007697,0.014252,-0.011970,0.021124,0.006956,0.014417,-0.006990,0.000368,0.051788,0.042172,0.009246,0.011350,-0.018684,-0.003117,-0.013998,-0.009926,-0.004540,-0.004353,-0.002341,-0.001540
2,0.000000,0.006382,-0.005328,0.004879,0.004388,-0.003980,0.011547,-0.004234,0.001220,0.003997,-0.001676,-0.000097,0.003985,0.001190,-0.013629,0.003474,0.005079,0.004565,0.006786,-0.019777,0.015846,0.025232,-0.002372,0.006660,0.000492,0.064117,0.060849,0.004558,0.003385,-0.014812,-0.007866,-0.005877,-0.004742,-0.001890,-0.000933,-0.002290,0.001010
2,0.000000,0.008062,-0.005427,0.002257,-0.000186,-0.004470,0.012637,-0.008911,-0.000541,0.020838,-0.013595,0.008417,-0.002109,0.003407,-0.006953,-0.004871,0.013244,-0.004831,0.006339,-0.023159,0.017896,0.004397,0.015667,0.012963,0.000668,0.092204,0.078443,0.004088,0.001034,-0.031364,-0.012812,-0.014003,-0.007668,-0.000471,0.000298,-0.004787,0.000731
2,0.000000,0.012107,0.006922,0.021154,0.002660,-0.014638,0.004547,-0.041938,0.016556,0.014028,0.013807,0.007761,0.007477,0.000113,-0.024075,0.008859,-0.010628,0.003874,0.020575,-0.022797,0.018249,0.021534,0.002971,0.009146,0.000137,0.079020,0.101554,0.000561,-0.014373,-0.051456,-0.007660,-0.017387,-0.008136,-0.000981,-0.001487,-0.004906,0.000517
2,0.000000,0.011934,-0.010599,0.001372,-0.001434,-0.005019,0.011769,-0.009664,0.000549,0.023274,-0.016190,0.008457,-0.005934,0.003779,-0.007620,-0.004601,0.016684,0.000956,0.006585,-0.024866,0.020713,0.004429,0.017412,0.009691,0.000754,0.092344,0.080314,0.004725,0.001564,-0.026265,-0.013889,-0.011766,-0.006675,-0.000529,0.000751,-0.005571,0.000871
2,0.000000,0.000014,0.002744,0.018874,0.003768,0.001086,0.012018,-0.015514,-0.000004,0.011431,0.002959,0.001401,0.001861,0.001622,-0.018360,0.003218,0.019426,-0.000301,0.009625,-0.010487,0.031696,0.005265,0.000652,0.003134,0.010218,0.031185,0.045082,0.009040,0.003834,-0.001245,-0.002522,-0.004435,-0.008714,-0.001537,-0.005381,0.000026,0.000647
2,0.000000,0.003476,0.001663,-0.001826,0.013290,0.004105,0.024256,-0.015455,-0.021593,0.033206,-0.002764,-0.016813,0.017839,0.004150,-0.031485,0.008016,0.011992,0.002601,0.002863,0.000959,0.026537,0.003614,0.002391,-0.001560,0.012144,0.047915,0.057502,0.019069,0.005674,-0.004455,-0.007141,-0.003572,-0.010542,-0.001065,-0.007095,0.000846,0.001317
2,0.000000,0.022236,-0.001260,0.014737,0.002577,-0.031901,0.022548,-0.029996,0.010943,0.013642,0.010801,-0.011522,0.013605,-0.001018,-0.004471,0.012898,0.008270,-0.014437,0.026827,-0.009982,0.040733,0.010604,0.011437,-0.017496,0.000184,0.059668,0.108609,0.001266,0.011064,-0.029777,-0.009303,-0.019981,-0.006822,-0.002363,0.000445,0.002029,-0.000140
2,0.000000,-0.000332,-0.001888,-0.000131,0.007888,-0.005319,0.006539,-0.016999,0.002784,0.014204,0.000648,-0.006210,0.020116,0.005442,-0.014634,0.006613,0.009169,0.002822,0.004260,0.001902,0.042219,0.006313,0.001267,0.008112,0.021973,0.028263,0.060356,0.030929,0.019542,-0.001330,0.004654,0.004401,-0.012524,-0.000927,-0.003892,0.001707,0.002916
2,0.000000,-0.002825,-0.006523,-0.001972,-0.002553,0.007112,-0.004586,-0.012570,0.004787,0.020215,0.001175,-0.001013,0.015615,0.002962,0.004041,0.010964,0.016063,0.006068,-0.001552,0.007852,-0.001878,0.011712,-0.000320,-0.000034,0.000000,0.029283,0.036549,0.033712,0.076366,0.020487,-0.000444,0.004342,0.003803,-0.002003,-0.011176,-0.000268,-0.001304
