d,ibc0,ibc1,ibc2,ibc3,ibc4,ibc5,ibc6,ibc7,ibc8,ibc9,ibc10,ibc11,ibc12,ibc13,ibc14,ibc15,ibc16,ibc17,ibc18,ibc19,ibc20,ibc21,ibc22,ibc23,ibc24,ibc25,ibc26,ibc27,ibc28,ibc29,ibc30,ibc31,ibc32,ibc33,ibc34,ibc35,ibc36,y
2,-0.005822,0.017491,-0.043446,-0.018086,0.015161,-0.038311,0.005280,-0.025683,0.019735,-0.008836,-0.009611,0.014003,0.001026,-0.005572,0.000454,-0.006766,-0.001549,0.002046,0.001846,0.006060,0.003399,-0.002557,0.004077,-0.001643,0.002105,0.001687,-0.006059,0.000328,-0.000338,0.001323,-0.002923,-0.000262,0.003401,0.000882,0.005024,-0.006819,0.003835,0.003550
0,0.000055,-0.000937,-0.000216,0.000832,-0.000419,0.000634,-0.000651,-0.002009,0.000878,-0.002321,0.001318,-0.001711,0.003377,-0.001380,-0.001064,0.001627,-0.000094,-0.000107,0.000043,0.000052,0.000082,0.000157,-0.000162,0.000095,0.000078,-0.000085,-0.001637,-0.003880,-0.005331,0.002725,-0.019198,-0.012795,-0.023035,-0.009459,0.015706,0.014245,-0.030465,0.007400
1,0.001697,-0.001915,0.001704,-0.003106,0.002427,-0.001633,-0.001165,0.001878,0.000095,-0.000074,-0.002989,-0.002795,-0.005655,-0.013672,-0.008899,-0.017883,-0.006039,-0.005891,0.006282,-0.007161,-0.005437,0.014300,-0.007492,-0.002409,-0.011452,0.004440,-0.005635,0.007400,-0.008948,0.016269,0.001539,-0.027606,0.004335,0.006587,0.003828,0.000113,-0.000058,0.013350
0,-0.043446,-0.018086,0.015161,-0.038311,0.005280,-0.025683,0.019735,-0.008836,-0.009611,0.014003,0.001026,-0.005572,0.000454,-0.006766,-0.001549,0.002046,0.001846,0.006060,0.003399,-0.002557,0.004077,-0.001643,0.002105,0.001687,-0.006059,0.000328,-0.000338,0.001323,-0.002923,-0.000262,0.003401,0.000882,0.005024,-0.006819,0.003835,0.013989,-0.002211,0.003550
0,-0.000651,-0.002009,0.000878,-0.002321,0.001318,-0.001711,0.003377,-0.001380,-0.001064,0.001627,-0.000094,-0.000107,0.000043,0.000052,0.000082,0.000157,-0.000162,0.000095,0.000078,-0.000085,-0.001637,-0.003880,-0.005331,0.002725,-0.019198,-0.012795,-0.023035,-0.009459,0.015706,0.014245,-0.030465,0.004636,0.017081,-0.038811,0.010109,0.000357,0.007384,0.003550
1,0.001326,0.002170,-0.001845,-0.002649,-0.000063,-0.002517,-0.000362,-0.002151,0.004037,-0.003091,0.005170,-0.002423,-0.001096,0.001008,0.000204,0.000013,0.000018,0.000001,-0.000035,-0.001347,-0.011356,-0.010613,-0.006321,-0.005362,-0.006171,-0.010375,0.004974,-0.007384,-0.012740,-0.001143,-0.015821,-0.001576,0.000103,0.007828,-0.022599,0.015235,0.012744,0.012550
0,-0.001915,0.001704,-0.003106,0.002427,-0.001633,-0.001165,0.001878,0.000095,-0.000074,-0.002989,-0.002795,-0.005655,-0.013672,-0.008899,-0.017883,-0.006039,-0.005891,0.006282,-0.007161,-0.005437,0.014300,-0.007492,-0.002409,-0.011452,0.004440,-0.005635,0.007400,-0.008948,0.016269,0.001539,-0.027606,0.004335,0.006587,0.003828,0.000113,-0.000058,0.002754,0.013350
2,-0.002009,0.000878,-0.002321,0.001318,-0.001711,0.003377,-0.001380,-0.001064,0.001627,-0.000094,-0.000107,0.000043,0.000052,0.000082,0.000157,-0.000162,0.000095,0.000078,-0.000085,-0.001637,-0.003880,-0.005331,0.002725,-0.019198,-0.012795,-0.023035,-0.009459,0.015706,0.014245,-0.030465,0.004636,0.017081,-0.038811,0.010109,0.000357,0.007384,0.001032,0.013350
2,-0.000485,-0.000102,-0.000266,-0.001690,-0.000664,0.000026,-0.004369,0.001697,-0.001915,0.001704,-0.003106,0.002427,-0.001633,-0.001165,0.001878,0.000095,-0.000074,-0.002989,-0.002795,-0.005655,-0.013672,-0.008899,-0.017883,-0.006039,-0.005891,0.006282,-0.007161,-0.005437,0.014300,-0.007492,-0.002409,-0.011452,0.004440,-0.005635,0.007400,-0.008948,0.016269,0.012550
2,-0.000937,-0.000216,0.000832,-0.000419,0.000634,-0.000651,-0.002009,0.000878,-0.002321,0.001318,-0.001711,0.003377,-0.001380,-0.001064,0.001627,-0.000094,-0.000107,0.000043,0.000052,0.000082,0.000157,-0.000162,0.000095,0.000078,-0.000085,-0.001637,-0.003880,-0.005331,0.002725,-0.019198,-0.012795,-0.023035,-0.009459,0.015706,0.014245,-0.030465,0.004636,0.012550
0,0.000007,-0.000297,0.003456,-0.026584,0.002610,0.001766,-0.044791,0.033298,-0.040052,0.026239,-0.016001,-0.017602,0.017654,0.000537,-0.009187,0.000496,0.010133,-0.007238,0.002905,-0.007545,0.001912,0.001480,-0.003952,0.007505,-0.001817,0.003129,0.012951,-0.009147,0.002185,-0.004286,0.000906,-0.005755,-0.005441,0.011176,0.005443,0.006182,-0.022407,0.012550
1,0.000878,-0.002321,0.001318,-0.001711,0.003377,-0.001380,-0.001064,0.001627,-0.000094,-0.000107,0.000043,0.000052,0.000082,0.000157,-0.000162,0.000095,0.000078,-0.000085,-0.001637,-0.003880,-0.005331,0.002725,-0.019198,-0.012795,-0.023035,-0.009459,0.015706,0.014245,-0.030465,0.004636,0.017081,-0.038811,0.010109,0.000357,0.007384,0.001032,0.000654,0.013350
1,0.000145,-0.005310,-0.002404,0.000528,-0.002151,-0.003187,0.004556,-0.023347,-0.018586,0.000765,-0.040556,0.033221,-0.034267,0.029630,-0.015731,-0.011425,0.019117,0.000309,-0.004580,-0.000437,0.005804,-0.007262,0.002801,-0.000224,-0.001151,0.000624,-0.000053,0.005262,-0.003567,0.000190,0.008971,-0.008429,-0.001666,0.001745,0.003060,-0.002105,-0.000122,0.007400
2,0.000000,0.000145,-0.005310,-0.002404,0.000528,-0.002151,-0.003187,0.004556,-0.023347,-0.018586,0.000765,-0.040556,0.033221,-0.034267,0.029630,-0.015731,-0.011425,0.019117,0.000309,-0.004580,-0.000437,0.005804,-0.007262,0.002801,-0.000224,-0.001151,0.000624,-0.000053,0.005262,-0.003567,0.000190,0.008971,-0.008429,-0.001666,0.001745,0.003060,-0.002105,0.007400
0,-0.004058,-0.022493,0.024031,-0.009873,-0.012620,0.010544,-0.028739,-0.015037,0.002731,-0.028327,0.012600,-0.028821,0.026929,-0.011488,-0.010856,0.014227,0.000848,0.003713,-0.000398,-0.002301,0.003458,-0.000712,-0.003588,0.007901,0.000917,0.000858,0.000117,-0.001357,0.001032,0.001357,0.001501,0.001171,-0.000238,-0.000194,-0.000610,-0.000913,-0.000899,0.007400
1,-0.000102,-0.000266,-0.001690,-0.000664,0.000026,-0.004369,0.001697,-0.001915,0.001704,-0.003106,0.002427,-0.001633,-0.001165,0.001878,0.000095,-0.000074,-0.002989,-0.002795,-0.005655,-0.013672,-0.008899,-0.017883,-0.006039,-0.005891,0.006282,-0.007161,-0.005437,0.014300,-0.007492,-0.002409,-0.011452,0.004440,-0.005635,0.007400,-0.008948,0.016269,0.001539,0.012550
0,-0.000172,-0.011335,-0.001965,-0.025414,-0.021546,0.006035,-0.032316,0.020868,-0.029949,0.029283,-0.015021,-0.013993,0.019566,0.000364,0.003160,0.000459,-0.002583,0.000084,0.001662,0.001414,0.004853,0.002628,-0.001210,0.001773,-0.001298,0.001644,0.001760,-0.003709,-0.000168,-0.002775,0.000084,-0.003955,0.000300,0.000903,0.001667,0.004875,-0.004724,0.012550
1,0.012607,-0.009055,-0.005822,0.017491,-0.043446,-0.018086,0.015161,-0.038311,0.005280,-0.025683,0.019735,-0.008836,-0.009611,0.014003,0.001026,-0.005572,0.000454,-0.006766,-0.001549,0.002046,0.001846,0.006060,0.003399,-0.002557,0.004077,-0.001643,0.002105,0.001687,-0.006059,0.000328,-0.000338,0.001323,-0.002923,-0.000262,0.003401,0.000882,0.005024,0.012550
0,-0.005310,-0.002404,0.000528,-0.002151,-0.003187,0.004556,-0.023347,-0.018586,0.000765,-0.040556,0.033221,-0.034267,0.029630,-0.015731,-0.011425,0.019117,0.000309,-0.004580,-0.000437,0.005804,-0.007262,0.002801,-0.000224,-0.001151,0.000624,-0.000053,0.005262,-0.003567,0.000190,0.008971,-0.008429,-0.001666,0.001745,0.003060,-0.002105,-0.000122,0.002202,0.007400
2,0.000000,-0.002469,-0.010559,-0.017234,0.019119,-0.005780,0.001235,0.029893,-0.050676,-0.000248,0.011420,-0.039031,0.007056,-0.012782,0.010890,-0.005261,-0.004939,0.009154,0.000935,-0.006191,-0.000460,0.000172,-0.007054,-0.000425,0.002552,0.003422,0.001706,-0.005193,0.007218,-0.006018,0.001644,0.000620,-0.001231,0.000145,0.004792,0.000977,-0.004939,0.007400
0,-0.002321,0.001318,-0.001711,0.003377,-0.001380,-0.001064,0.001627,-0.000094,-0.000107,0.000043,0.000052,0.000082,0.000157,-0.000162,0.000095,0.000078,-0.000085,-0.001637,-0.003880,-0.005331,0.002725,-0.019198,-0.012795,-0.023035,-0.009459,0.015706,0.014245,-0.030465,0.004636,0.017081,-0.038811,0.010109,0.000357,0.007384,0.001032,0.000654,0.003532,0.013350
2,-0.011335,-0.001965,-0.025414,-0.021546,0.006035,-0.032316,0.020868,-0.029949,0.029283,-0.015021,-0.013993,0.019566,0.000364,0.003160,0.000459,-0.002583,0.000084,0.001662,0.001414,0.004853,0.002628,-0.001210,0.001773,-0.001298,0.001644,0.001760,-0.003709,-0.000168,-0.002775,0.000084,-0.003955,0.000300,0.000903,0.001667,0.004875,-0.004724,0.001537,0.003550
0,-0.050676,-0.000248,0.011420,-0.039031,0.007056,-0.012782,0.010890,-0.005261,-0.004939,0.009154,0.000935,-0.006191,-0.000460,0.000172,-0.007054,-0.000425,0.002552,0.003422,0.001706,-0.005193,0.007218,-0.006018,0.001644,0.000620,-0.001231,0.000145,0.004792,0.000977,-0.004939,0.002838,-0.002352,0.002843,0.007658,-0.008843,0.005338,0.008865,-0.001399,0.003550
0,-0.002151,-0.003187,0.004556,-0.023347,-0.018586,0.000765,-0.040556,0.033221,-0.034267,0.029630,-0.015731,-0.011425,0.019117,0.000309,-0.004580,-0.000437,0.005804,-0.007262,0.002801,-0.000224,-0.001151,0.000624,-0.000053,0.005262,-0.003567,0.000190,0.008971,-0.008429,-0.001666,0.001745,0.003060,-0.002105,-0.000122,0.002202,0.000857,0.002202,-0.008366,0.012550
2,-0.022493,0.024031,-0.009873,-0.012620,0.010544,-0.028739,-0.015037,0.002731,-0.028327,0.012600,-0.028821,0.026929,-0.011488,-0.010856,0.014227,0.000848,0.003713,-0.000398,-0.002301,0.003458,-0.000712,-0.003588,0.007901,0.000917,0.000858,0.000117,-0.001357,0.001032,0.001357,0.001501,0.001171,-0.000238,-0.000194,-0.000610,-0.000913,-0.000899,0.000195,0.012550
2,-0.012620,0.010544,-0.028739,-0.015037,0.002731,-0.028327,0.012600,-0.028821,0.026929,-0.011488,-0.010856,0.014227,0.000848,0.003713,-0.000398,-0.002301,0.003458,-0.000712,-0.003588,0.007901,0.000917,0.000858,0.000117,-0.001357,0.001032,0.001357,0.001501,0.001171,-0.000238,-0.000194,-0.000610,-0.000913,-0.000899,0.000195,0.000910,-0.009727,0.000498,0.003550
0,-0.000605,0.000238,-0.000346,0.000558,-0.000542,-0.000505,0.000723,0.000135,0.000000,0.000000,0.000000,-0.007858,-0.001346,-0.011197,-0.001275,-0.009641,-0.002537,0.000634,-0.005381,-0.000713,0.001591,-0.009400,0.002693,-0.011294,0.001836,-0.012082,-0.004768,0.006925,0.018128,-0.003468,-0.029380,0.008044,0.004805,0.001623,-0.000231,0.001546,-0.001723,0.013350
1,-0.002469,-0.010559,-0.017234,0.019119,-0.005780,0.001235,0.029893,-0.050676,-0.000248,0.011420,-0.039031,0.007056,-0.012782,0.010890,-0.005261,-0.004939,0.009154,0.000935,-0.006191,-0.000460,0.000172,-0.007054,-0.000425,0.002552,0.003422,0.001706,-0.005193,0.007218,-0.006018,0.001644,0.000620,-0.001231,0.000145,0.004792,0.000977,-0.004939,0.002838,0.007400
0,-0.010559,-0.017234,0.019119,-0.005780,0.001235,0.029893,-0.050676,-0.000248,0.011420,-0.039031,0.007056,-0.012782,0.010890,-0.005261,-0.004939,0.009154,0.000935,-0.006191,-0.000460,0.000172,-0.007054,-0.000425,0.002552,0.003422,0.001706,-0.005193,0.007218,-0.006018,0.001644,0.000620,-0.001231,0.000145,0.004792,0.000977,-0.004939,0.002838,-0.002352,0.007400
2,-0.000169,0.000419,-0.000605,0.000238,-0.000346,0.000558,-0.000542,-0.000505,0.000723,0.000135,0.000000,0.000000,0.000000,-0.007858,-0.001346,-0.011197,-0.001275,-0.009641,-0.002537,0.000634,-0.005381,-0.000713,0.001591,-0.009400,0.002693,-0.011294,0.001836,-0.012082,-0.004768,0.006925,0.018128,-0.003468,-0.029380,0.008044,0.004805,0.001623,-0.000231,0.013350
1,0.000000,0.000000,0.000000,0.011417,0.001983,-0.016857,-0.025585,-0.007062,-0.030402,0.006958,-0.037481,0.050200,-0.051115,0.045496,-0.020700,-0.020348,0.025747,0.000376,-0.000864,0.000108,0.002450,-0.001353,0.000074,0.000942,-0.000740,0.000283,0.000031,0.000363,0.000626,0.000635,0.000514,-0.000645,-0.000751,0.000105,0.000530,0.001474,0.000104,0.007400
0,-0.028739,-0.015037,0.002731,-0.028327,0.012600,-0.028821,0.026929,-0.011488,-0.010856,0.014227,0.000848,0.003713,-0.000398,-0.002301,0.003458,-0.000712,-0.003588,0.007901,0.000917,0.000858,0.000117,-0.001357,0.001032,0.001357,0.001501,0.001171,-0.000238,-0.000194,-0.000610,-0.000913,-0.000899,0.000195,0.000910,-0.009727,0.000498,0.001097,-0.001321,0.003550
0,0.000413,-0.000086,-0.000365,0.001099,0.000699,0.001565,0.000027,-0.001028,-0.000162,-0.001686,-0.000932,-0.000330,-0.000003,-0.000512,0.008219,-0.005218,-0.002707,-0.013999,0.008572,-0.030213,0.007657,-0.028893,0.024256,-0.026018,-0.031785,0.026131,0.004270,0.000303,0.019960,0.007998,-0.017377,0.003576,-0.007435,0.009441,0.002198,0.007118,-0.028204,0.007400
0,-0.009906,-0.004856,0.003133,-0.013574,-0.019028,0.007911,-0.024240,0.004515,-0.021295,0.017079,-0.006396,-0.008736,0.009957,0.001026,-0.000276,-0.000581,-0.001641,-0.005447,0.005536,0.001727,0.010803,0.001433,-0.002764,0.001414,-0.012196,0.002257,0.008604,0.003663,0.002702,0.000307,-0.000353,-0.007438,0.000513,-0.002383,-0.000098,0.003422,-0.008047,0.012550
2,-0.030931,0.026366,-0.009906,-0.004856,0.003133,-0.013574,-0.019028,0.007911,-0.024240,0.004515,-0.021295,0.017079,-0.006396,-0.008736,0.009957,0.001026,-0.000276,-0.000581,-0.001641,-0.005447,0.005536,0.001727,0.010803,0.001433,-0.002764,0.001414,-0.012196,0.002257,0.008604,0.003663,0.002702,0.000307,-0.000353,-0.007438,0.000513,-0.002383,-0.000098,0.012550
0,-0.026584,0.002610,0.001766,-0.044791,0.033298,-0.040052,0.026239,-0.016001,-0.017602,0.017654,0.000537,-0.009187,0.000496,0.010133,-0.007238,0.002905,-0.007545,0.001912,0.001480,-0.003952,0.007505,-0.001817,0.003129,0.012951,-0.009147,0.002185,-0.004286,0.000906,-0.005755,-0.005441,0.011176,0.005443,0.006182,-0.022407,0.011191,0.000218,-0.001121,0.003550
0,0.000000,0.000000,0.011417,0.001983,-0.016857,-0.025585,-0.007062,-0.030402,0.006958,-0.037481,0.050200,-0.051115,0.045496,-0.020700,-0.020348,0.025747,0.000376,-0.000864,0.000108,0.002450,-0.001353,0.000074,0.000942,-0.000740,0.000283,0.000031,0.000363,0.000626,0.000635,0.000514,-0.000645,-0.000751,0.000105,0.000530,0.001474,0.000104,0.000620,0.007400
1,0.011417,0.001983,-0.016857,-0.025585,-0.007062,-0.030402,0.006958,-0.037481,0.050200,-0.051115,0.045496,-0.020700,-0.020348,0.025747,0.000376,-0.000864,0.000108,0.002450,-0.001353,0.000074,0.000942,-0.000740,0.000283,0.000031,0.000363,0.000626,0.000635,0.000514,-0.000645,-0.000751,0.000105,0.000530,0.001474,0.000104,0.000620,0.000250,-0.000206,0.012550
1,0.000419,-0.000605,0.000238,-0.000346,0.000558,-0.000542,-0.000505,0.000723,0.000135,0.000000,0.000000,0.000000,-0.007858,-0.001346,-0.011197,-0.001275,-0.009641,-0.002537,0.000634,-0.005381,-0.000713,0.001591,-0.009400,0.002693,-0.011294,0.001836,-0.012082,-0.004768,0.006925,0.018128,-0.003468,-0.029380,0.008044,0.004805,0.001623,-0.000231,0.001546,0.013350
2,0.000000,0.011417,0.001983,-0.016857,-0.025585,-0.007062,-0.030402,0.006958,-0.037481,0.050200,-0.051115,0.045496,-0.020700,-0.020348,0.025747,0.000376,-0.000864,0.000108,0.002450,-0.001353,0.000074,0.000942,-0.000740,0.000283,0.000031,0.000363,0.000626,0.000635,0.000514,-0.000645,-0.000751,0.000105,0.000530,0.001474,0.000104,0.000620,0.000250,0.012550
0,0.000800,-0.030931,0.026366,-0.009906,-0.004856,0.003133,-0.013574,-0.019028,0.007911,-0.024240,0.004515,-0.021295,0.017079,-0.006396,-0.008736,0.009957,0.001026,-0.000276,-0.000581,-0.001641,-0.005447,0.005536,0.001727,0.010803,0.001433,-0.002764,0.001414,-0.012196,0.002257,0.008604,0.003663,0.002702,0.000307,-0.000353,-0.007438,0.000513,-0.002383,0.007400
0,0.000438,-0.004540,-0.010874,-0.014212,-0.019778,0.006063,-0.044610,0.034577,-0.038257,0.035046,-0.018083,-0.013696,0.022910,-0.000135,-0.001040,0.000181,0.000708,-0.003388,0.002553,-0.000687,0.001064,0.000477,0.001572,0.004773,-0.003479,-0.000241,0.007833,-0.007570,-0.001093,-0.000056,0.003286,-0.000495,-0.000944,0.002142,0.002185,0.003682,-0.008068,0.012550
2,-0.002404,0.000528,-0.002151,-0.003187,0.004556,-0.023347,-0.018586,0.000765,-0.040556,0.033221,-0.034267,0.029630,-0.015731,-0.011425,0.019117,0.000309,-0.004580,-0.000437,0.005804,-0.007262,0.002801,-0.000224,-0.001151,0.000624,-0.000053,0.005262,-0.003567,0.000190,0.008971,-0.008429,-0.001666,0.001745,0.003060,-0.002105,-0.000122,0.002202,0.000857,0.012550
2,0.000000,-0.001794,0.000055,-0.000937,-0.000216,0.000832,-0.000419,0.000634,-0.000651,-0.002009,0.000878,-0.002321,0.001318,-0.001711,0.003377,-0.001380,-0.001064,0.001627,-0.000094,-0.000107,0.000043,0.000052,0.000082,0.000157,-0.000162,0.000095,0.000078,-0.000085,-0.001637,-0.003880,-0.005331,0.002725,-0.019198,-0.012795,-0.023035,-0.009459,0.015706,0.007400
2,-0.003187,0.004556,-0.023347,-0.018586,0.000765,-0.040556,0.033221,-0.034267,0.029630,-0.015731,-0.011425,0.019117,0.000309,-0.004580,-0.000437,0.005804,-0.007262,0.002801,-0.000224,-0.001151,0.000624,-0.000053,0.005262,-0.003567,0.000190,0.008971,-0.008429,-0.001666,0.001745,0.003060,-0.002105,-0.000122,0.002202,0.000857,0.002202,-0.008366,0.004105,0.003550
0,0.000000,0.000000,0.000000,0.000438,-0.004540,-0.010874,-0.014212,-0.019778,0.006063,-0.044610,0.034577,-0.038257,0.035046,-0.018083,-0.013696,0.022910,-0.000135,-0.001040,0.000181,0.000708,-0.003388,0.002553,-0.000687,0.001064,0.000477,0.001572,0.004773,-0.003479,-0.000241,0.007833,-0.007570,-0.001093,-0.000056,0.003286,-0.000495,-0.000944,0.002142,0.007400
0,0.000000,0.000000,0.000000,0.000007,-0.000297,0.003456,-0.026584,0.002610,0.001766,-0.044791,0.033298,-0.040052,0.026239,-0.016001,-0.017602,0.017654,0.000537,-0.009187,0.000496,0.010133,-0.007238,0.002905,-0.007545,0.001912,0.001480,-0.003952,0.007505,-0.001817,0.003129,0.012951,-0.009147,0.002185,-0.004286,0.000906,-0.005755,-0.005441,0.011176,0.007400
2,-0.000297,0.003456,-0.026584,0.002610,0.001766,-0.044791,0.033298,-0.040052,0.026239,-0.016001,-0.017602,0.017654,0.000537,-0.009187,0.000496,0.010133,-0.007238,0.002905,-0.007545,0.001912,0.001480,-0.003952,0.007505,-0.001817,0.003129,0.012951,-0.009147,0.002185,-0.004286,0.000906,-0.005755,-0.005441,0.011176,0.005443,0.006182,-0.022407,0.011191,0.003550
2,-0.004540,-0.010874,-0.014212,-0.019778,0.006063,-0.044610,0.034577,-0.038257,0.035046,-0.018083,-0.013696,0.022910,-0.000135,-0.001040,0.000181,0.000708,-0.003388,0.002553,-0.000687,0.001064,0.000477,0.001572,0.004773,-0.003479,-0.000241,0.007833,-0.007570,-0.001093,-0.000056,0.003286,-0.000495,-0.000944,0.002142,0.002185,0.003682,-0.008068,0.003533,0.003550
1,0.003456,-0.026584,0.002610,0.001766,-0.044791,0.033298,-0.040052,0.026239,-0.016001,-0.017602,0.017654,0.000537,-0.009187,0.000496,0.010133,-0.007238,0.002905,-0.007545,0.001912,0.001480,-0.003952,0.007505,-0.001817,0.003129,0.012951,-0.009147,0.002185,-0.004286,0.000906,-0.005755,-0.005441,0.011176,0.005443,0.006182,-0.022407,0.011191,0.000218,0.003550
1,-0.025585,-0.007062,-0.030402,0.006958,-0.037481,0.050200,-0.051115,0.045496,-0.020700,-0.020348,0.025747,0.000376,-0.000864,0.000108,0.002450,-0.001353,0.000074,0.000942,-0.000740,0.000283,0.000031,0.000363,0.000626,0.000635,0.000514,-0.000645,-0.000751,0.000105,0.000530,0.001474,0.000104,0.000620,0.000250,-0.000206,-0.001197,0.000630,0.001700,0.003550
2,0.000000,0.000000,0.000438,-0.004540,-0.010874,-0.014212,-0.019778,0.006063,-0.044610,0.034577,-0.038257,0.035046,-0.018083,-0.013696,0.022910,-0.000135,-0.001040,0.000181,0.000708,-0.003388,0.002553,-0.000687,0.001064,0.000477,0.001572,0.004773,-0.003479,-0.000241,0.007833,-0.007570,-0.001093,-0.000056,0.003286,-0.000495,-0.000944,0.002142,0.002185,0.012550
1,0.000528,-0.002151,-0.003187,0.004556,-0.023347,-0.018586,0.000765,-0.040556,0.033221,-0.034267,0.029630,-0.015731,-0.011425,0.019117,0.000309,-0.004580,-0.000437,0.005804,-0.007262,0.002801,-0.000224,-0.001151,0.000624,-0.000053,0.005262,-0.003567,0.000190,0.008971,-0.008429,-0.001666,0.001745,0.003060,-0.002105,-0.000122,0.002202,0.000857,0.002202,0.012550
0,-0.023347,-0.018586,0.000765,-0.040556,0.033221,-0.034267,0.029630,-0.015731,-0.011425,0.019117,0.000309,-0.004580,-0.000437,0.005804,-0.007262,0.002801,-0.000224,-0.001151,0.000624,-0.000053,0.005262,-0.003567,0.000190,0.008971,-0.008429,-0.001666,0.001745,0.003060,-0.002105,-0.000122,0.002202,0.000857,0.002202,-0.008366,0.004105,0.003613,0.000507,0.003550
1,-0.001139,-0.001385,-0.002181,0.000512,0.003359,-0.002974,0.001145,-0.026441,-0.002267,0.006282,-0.044848,0.042823,-0.037361,0.032783,-0.019072,-0.019810,0.022650,0.000385,-0.006199,0.000996,0.006896,-0.005561,0.002085,-0.005800,0.001254,0.002164,-0.004687,0.005930,-0.001259,0.003996,0.009491,-0.007925,0.000841,-0.002814,0.000746,-0.004023,-0.004333,0.007400
1,0.017491,-0.043446,-0.018086,0.015161,-0.038311,0.005280,-0.025683,0.019735,-0.008836,-0.009611,0.014003,0.001026,-0.005572,0.000454,-0.006766,-0.001549,0.002046,0.001846,0.006060,0.003399,-0.002557,0.004077,-0.001643,0.002105,0.001687,-0.006059,0.000328,-0.000338,0.001323,-0.002923,-0.000262,0.003401,0.000882,0.005024,-0.006819,0.003835,0.013989,0.003550
2,0.000000,-0.001239,-0.000523,0.002392,0.016077,-0.000172,-0.011335,-0.001965,-0.025414,-0.021546,0.006035,-0.032316,0.020868,-0.029949,0.029283,-0.015021,-0.013993,0.019566,0.000364,0.003160,0.000459,-0.002583,0.000084,0.001662,0.001414,0.004853,0.002628,-0.001210,0.001773,-0.001298,0.001644,0.001760,-0.003709,-0.000168,-0.002775,0.000084,-0.003955,0.007400
1,-0.001239,-0.000523,0.002392,0.016077,-0.000172,-0.011335,-0.001965,-0.025414,-0.021546,0.006035,-0.032316,0.020868,-0.029949,0.029283,-0.015021,-0.013993,0.019566,0.000364,0.003160,0.000459,-0.002583,0.000084,0.001662,0.001414,0.004853,0.002628,-0.001210,0.001773,-0.001298,0.001644,0.001760,-0.003709,-0.000168,-0.002775,0.000084,-0.003955,0.000300,0.007400
0,-0.013483,-0.010483,0.012935,-0.007097,-0.005502,-0.003088,0.002223,-0.021647,0.004326,-0.024816,0.024299,-0.018883,0.027859,-0.011286,-0.012934,0.014850,0.000327,-0.024533,0.001866,0.007114,-0.013654,0.009628,-0.002100,0.008989,0.000249,-0.009582,0.006930,-0.012973,0.004326,0.005280,0.007921,-0.000072,0.004383,0.001648,-0.007840,0.004817,-0.004584,0.007400
0,-0.005780,0.001235,0.029893,-0.050676,-0.000248,0.011420,-0.039031,0.007056,-0.012782,0.010890,-0.005261,-0.004939,0.009154,0.000935,-0.006191,-0.000460,0.000172,-0.007054,-0.000425,0.002552,0.003422,0.001706,-0.005193,0.007218,-0.006018,0.001644,0.000620,-0.001231,0.000145,0.004792,0.000977,-0.004939,0.002838,-0.002352,0.002843,0.007658,-0.008843,0.012550
2,0.000000,0.000000,0.000007,-0.000297,0.003456,-0.026584,0.002610,0.001766,-0.044791,0.033298,-0.040052,0.026239,-0.016001,-0.017602,0.017654,0.000537,-0.009187,0.000496,0.010133,-0.007238,0.002905,-0.007545,0.001912,0.001480,-0.003952,0.007505,-0.001817,0.003129,0.012951,-0.009147,0.002185,-0.004286,0.000906,-0.005755,-0.005441,0.011176,0.005443,0.012550
1,0.000000,0.000438,-0.004540,-0.010874,-0.014212,-0.019778,0.006063,-0.044610,0.034577,-0.038257,0.035046,-0.018083,-0.013696,0.022910,-0.000135,-0.001040,0.000181,0.000708,-0.003388,0.002553,-0.000687,0.001064,0.000477,0.001572,0.004773,-0.003479,-0.000241,0.007833,-0.007570,-0.001093,-0.000056,0.003286,-0.000495,-0.000944,0.002142,0.002185,0.003682,0.012550
2,-0.004856,0.003133,-0.013574,-0.019028,0.007911,-0.024240,0.004515,-0.021295,0.017079,-0.006396,-0.008736,0.009957,0.001026,-0.000276,-0.000581,-0.001641,-0.005447,0.005536,0.001727,0.010803,0.001433,-0.002764,0.001414,-0.012196,0.002257,0.008604,0.003663,0.002702,0.000307,-0.000353,-0.007438,0.000513,-0.002383,-0.000098,0.003422,-0.008047,0.000016,0.003550
1,0.004556,-0.023347,-0.018586,0.000765,-0.040556,0.033221,-0.034267,0.029630,-0.015731,-0.011425,0.019117,0.000309,-0.004580,-0.000437,0.005804,-0.007262,0.002801,-0.000224,-0.001151,0.000624,-0.000053,0.005262,-0.003567,0.000190,0.008971,-0.008429,-0.001666,0.001745,0.003060,-0.002105,-0.000122,0.002202,0.000857,0.002202,-0.008366,0.004105,0.003613,0.003550
0,-0.000523,0.002392,0.016077,-0.000172,-0.011335,-0.001965,-0.025414,-0.021546,0.006035,-0.032316,0.020868,-0.029949,0.029283,-0.015021,-0.013993,0.019566,0.000364,0.003160,0.000459,-0.002583,0.000084,0.001662,0.001414,0.004853,0.002628,-0.001210,0.001773,-0.001298,0.001644,0.001760,-0.003709,-0.000168,-0.002775,0.000084,-0.003955,0.000300,0.000903,0.007400
