date,inf
2020-06-01,0.28
2020-07-01,-0.065
2020-08-01,-0.005
2020-09-01,0.315
2020-10-01,0.0
2020-11-01,0.375
2020-12-01,0.35
2021-01-01,0.38
2021-02-01,0.685
2021-03-01,0.255
2021-04-01,0.13
2021-05-01,0.485
2021-06-01,0.25
2021-07-01,-0.135
2021-08-01,0.35
2021-09-01,0.345
2021-10-01,0.675
2021-11-01,0.74
2021-12-01,1.255
2022-01-01,0.355
2022-02-01,1.335
2022-03-01,3.555
2022-04-01,1.89
2022-05-01,1.56
